,CommentsStars,CommentsContent
0,1.0,                       been drinking sparkling water every day for the last   years  we traditionally purchase it at the local wholesale store  the one that starts with a  c    kind of rhymes with  yo yo   but gave this one a try back when it went on sale a few weeks back for like     case   bought  x of them  aside from upsetting our ups delivery man due to him having to carry those heavy things   also having ordered  x cases of that  bubly  flavored sparkling water in cans which were also on sale  we ve decided to not go this route again largely because they were flat   all of them   just now opened   trashed one of the last   bottles in the last case   i just can t figure it out  even the ones that had some carbonation right after opening seemed to go flat within the first   minutes  massively disappointing   also bizarre as we switch between pellegrino   perrier every week or so      
1,1.0,                       ordered    cases of this water  it s all vaguely flat  for comparison  we bought another bottle at the store  it was not flat  must have been poorly stored or something  pretty tough to return water        
2,5.0,                       we were buying the glass bottle version at the big box store  but it is so heavy to tote home   i convinced my husband to try these  and see how great it is to have the case delivered to our door by amazon   yeah  we re both happy  and we don t have to lug the case of glass bottles home   win win update   according to the customer q a section the manufacturer says this water is     to     or so   it says they  add carbon dioxide for the carbonation  which becomes carbonic acid when dissolved in water   if      is correct  that makes this very acidic  which is not healthy at all  especially if you are eating acidic foods like we all do  like meats for instance   major bummer   my husband loves this water and drinks it all day long   i m going to try to encourage him to add an alkalizer to the water  something like  ph  max   or  alkazone   both of which are available on amazon  and are unflavored drops you can use to alkalize the water   i m not sure how well that addition will go with him or the water  don t even know yet if it will make the water go flat   but i m going to see if he will try it      
3,5.0,                       oh my gawd  this is my very favorite of all the mineral waters   so much better than perrier   i read somewhere in a newspaper health article that pellegrino undergoes huge pressure for centuries  moving very slowly from one cavern to another   i may describe it poorly  but it is really good for you  i take it to help my bones among other things  and it tastes great i haven t spent a great deal of time trying to understand the issues  but there s pretty strong research that it s better for your health to eat alkaline foods    or rather foods that are alkalizing   the calcium and magnesium make this an alkaline food      
4,5.0,                       i love this stuff    has the purrfect amount   strength of bubbles   and the large bottle stays bubbly through the   servings i drink over a day or     no more zypherhills  or arrowhead or whoever  depending on where you live    and if you catch the price at         which i always do    the cost cannot be beat   oh  and  delivery to my front door for prime free    it s the ultimate   i wish prime included vacuuming at my house      
5,5.0,                       i drink all kinds of carbonated beverages   didn t realize i actually love pellegreno   the carbonation is different than traditonal factory soda pop type it s a tad less strong  carbonation  but it is just right and does not disapte the moment you unseal the large bottle      
6,5.0,                       quick   day prime delivery  could use some cushioning inside the large shipping box for less movement of actual product box inside the large box it came in to prevent what i ve read a few reviewers say regarding damaged box or broken bottles  i have added   photos  the product date is good         and nothing is damage or missing in my delivery  so i m happy  the price with taxes that i paid is       a bottle  thank you amazon      
7,3.0,                       update           i decided to give it another try and this time around the taste was excellent as expected and i am glad i gave this product a second shot this time around the taste is much rich and it feels like it s completely different product that the one i previewed before   when i received the box    x      and saw the expiration date of late       i was happy but as soon as i tried the  st then the  nd that turned to disappointment   the whole case is bad it tastes almost like you had the bottles opened in the sun for a long period then resealed  no gas no carbonation no taste only a weird tasting drink avoid at all costs even for free do not drink this liquid      
8,1.0,                       we usually buy this water from the local store   it comes in glass bottles and it is excellent  taste and gas   the amazon water arrived ok  but when i opened the bottle  about   or   bubbles raised to the surface and that was it   since i do not know what caused the gas to dissipate from the bottle  i do not want to drink it   i do not recommend buying mineral water in plastic bottles anyway      
9,1.0,                       i tried this product for the first time in feb        i only had a few bottles over the course of about a week  i wasn t very impressed as it tasted flat and bitter  one night  i had a bit before sleep and i woke up at  am with nausea and a racing heart  i thought i was having a heart attack or panic attack  i ended up sick on and off for months  and am still getting over it as of october        it s slow progress but i am feeling better now  it is possible i have been dealing with the  longhaul  form of coronavirus and that it was not the water  but personally  i m not taking my chances again and i would advise prospective buyers to be very cautious  as a first time drinker of mineral water  i was not familiar with the product  if you are familiar with it  you might be able to recognize any problems with it there are other   star reviewers who mentioned issues with their water  look for the reviews from circa june july       one such reviewer mentioned having called the company and them saying amazon possibly stored it incorrectly and caused plastic to leech into the water  i wonder if i ingested plastic that evening  it may have damaged my organs and for months my body had to repair itself  still getting over it  when i examined my unopened bottles a few months later i noticed a pool of white looking sludge sitting on the bottom  i wasn t sure if that was the  minerals  or what  could that have been the plastic  like  does the co  cause the plastic to erode melt over time or something  also  the bottles had a date of      on them  wish i noticed that before i drank it several months back am i being unfair to only suspect this water  i don t think it is unfair to give a   star review for suspecting this water  because  even if i didn t get sick from this water  i still didn t like it  flat and bitter  also  the date on the bottle said       so if they were expired that certainly doesn t help  my theory is that i probably did have corona in late feb early march  but it was this water that stressed out my body to cause corona to become a  longhaul  form of inflammation that lasted for months and months      
10,1.0,                       original review is below   originally gave this   stars   not now  ordered march         and paid        for          oz  bottles of mineral water  now just   weeks later the price has increased over        what is this about what was once a great deal   weeks ago  now  march   rd  will cost               tax            i will not be buying this again   i can t believe they  amazon   pulled a stunt like this i like the taste of pellegrino sparkling natural mineral water   and this deal is fabulous   how can you beat          oz  bottles of one of the purest  most healthy waters on the planet   for around            circa march      i will definitely purchase again      
11,1.0,                       there was something wrong with this water  i have been drinking pellegrino water for    years  my ancestors are from the part of italy that the water comes from  there was something wrong with this water  it gave me a bad stomach ache and it had an alkaline taste as well as a certain sharpness  perhaps foolishly  i tried different bottles in the package over a two week period  and each time i drank some of the water  the stomachache returned  when i bought pellegrino again at the supermarket  i did not have this stomach ache  i called pellegrino  and they told me that the problem was due to the amazon  pellegrino water being stored in correctly  they said that improper storage causes the plastic to leach into the water and create the conditions i described  beware         
