,CommentsStars,CommentsContent
0,5.0 ,                       my mom loved this record player  she has collected records for years and my siblings and i grew up listening to records    since then she no longer had one so i was happy to get her this one for christmas and she was thrilled and played it right away  being a modern woman she also uses bluetooth now so she was surprised she could do both on this beautiful record player  this has now taken center stage in her bedroom and she uses it every day      
1,4.0 ,                       just tested this out for my    yo first turntable for xmas  sound quality is as expected for a portable starter player  reminds me of an old walkman type radio reception  music comes through just fine  we ve all gotten use to top of the line tech and this just isn t it  again  as expected  shipping was swift  no damage and item was very well packaged  protected needles  plastic wrapped the turntable piece is a little bit questionable as far as quality  cheap plastic  yet with care the device will be great for a child s first experience      
2,1.0 ,                       nice while it lasted  but after a few months  with very little use  it simply will not turn on   in fact i was using it  turned it off for a bit while i was doing something else  came back and turned it on   nothing   i do have an electronics background   the power supply is fine and power is making it to the main board but that s it  there is no power making it to the platter control board   there are no obvious signs of any shorts or burnt out components and since everything besides the capacitors are sub miniature components any further home repair is not an option you get what you pay for and this appears to be a hit or miss product   you ll either get one that keeps working or you ll get one that dies shortly after arrival   go ahead  spin the wheel    no  i would not recommend this product ps   due to other reviews mentioning problems with the electronics i highly recommend you do not leave this plugged in when not in use      
3,4.0 ,                       it s cute  it s very basic  and it plays lps  so it does what it says it ll do  four stars because the sound isn t great but honestly i didn t expect it to be  i think you could connect it to a stereo but tbh i don t listen to albums like in the old days  one after another after another  it s fun to pop an album on from the   s or   s and listen to it then flip it over and listen to the other side  one gets used to endless streams of music with all the digital stuff we have nowadays but there s something satisfying about playing an lp you used to play ages ago oh and the needle drops quite lightly on the album  not fast like one might expect on a cheaper turntable like this      
4,2.0 ,              your browser does not support html  video                          if you rarely play records or are not much of vinyl collector  then sure it s probably alright  it comes with everything you need to turn on and play records  and it s as portable as a record player can be but the record player is poorly designed and records will wobble quote a bit  if you buy a lot of records  you ll eventually come across a record that skips a lot or the sound sounds warped  even though the record is fine so a good record player for the rare vinyl listener  or someone who wants to see if it s something that will even gain their interest but if you want to build a vinyl collection  and keep your records in the best shape  you ll probably need to buy a more costly record player  or look into and buy attachments that will help protect the records or get them to play better on this one  if that is even a possibility so i d only recommend it if you really want the portablility  or of you just want something cheap and affordable  and aren t worried about potential warping or damage to a vinyl over time due to poor design of this player      
5,5.0 ,                       our unit worked as expected out of the box  the turntable rotates completely flat  the needle arm picks up well with the lifter and drops very quietly onto the record   at the end of the tracks it stops the turntable with the needle in the center of the record   the sound is quite loud enough for a single room very similar to the original units that we played in the       s   certainly not hifi but considering the tiny speakers it s very good  more treble than base   plugging in the rca or headphone outputs to another speaker system gives better sound with more bass   note that the bluetooth is only a receiver and so you ll need to plug in a bt transmitter into the rca or headphone jacks if you want to play records via bt to another bt speaker system the black case looks nice and  retro  on top of our wooden stereo cabinet and we like the idea that we can shut the case and keep the dust out or just snap closed the latch and pick it up like a mini suitcase and take it with us to someplace else   great value for the money  a good  novelty  gift for someone who has a stash of old    records that they haven t listened to for    years      
6,5.0 ,                       i was concerned because of many of the negative reviews on here  but i really like the victrola portable suitcase record player  first of all  the sound is great  i have played vinyl records and songs from my phone using the bluetooth feature  and the sound is actually pretty loud  the speakers don t sound tinny  the only downside is that there s not too much bass  but you could hook up more high quality speakers  but i don t feel the need to do so  this record player s sound quality is much better than a jensen record player i had a while back i also like that there is a knob to switch between bluetooth  line in  and phonograph  the light even changes color to indicate which mode you re on  my phone easily connected to the record player via bluetooth  and the sound quality is excellent lastly  the look of the record player is really great  the material doesn t feel cheap  and the turquoise color really pops  the suitcase look is very vintage  i highly recommend this record player      
7,1.0 ,                       i was so excited to give this christmas gift to my spouse  who is a true music lover  i could barely wait for her to open it and her eyes lit up like a little kid   she immediately grabbed it and set it up   the sound was great for a few minutes   then it started to skip   and skip   i had read the reviews and purchased an accessory to help with this problem but unfortunately it did not stop the skipping at all   the hardest thing was watching the light go out of my wife s eyes as she turned this thing off and moved on there are no words to express how disappointed i am in this product   i will be returning it for a refund and i guess now that i have all of these albums  i will invest in a more expensive model  as i should have in the beginning  this was such a cute product  i was really hoping that the quality would be as stated   so bummed      
8,4.0 ,                       remembering the album collection that my parents have and the record player from so many years ago that no longer works  left me craving the vintage sound from back in the day  this new school record player with bluetooth is a perfect mash up of old school and new school the sound is clear  the connection was easy  the only minor issue i had was the needle skipping in the beginning  i did a little research and just like my parents did back in the day  directly from customer support   a couple of quarters to weigh the needle down and no more skipping  i am very happy with my purchase      
9,1.0 ,                       i purchased his items as a birthday gift   the item stopped working within a couple months   it was too late to return through amazon but should have been covered under the manufactures warranty and amazon provided me with the contact information   i do love that amazon is helpful however  customer support for victrola advised that i should try to  use a different power cord with the same specifications if i had one available  and see if the unit powers on    if it did not work  they would  arrange to have a replacement power cord sent  however  since receiving that email on       they have not returned any emails i have tried calling a couple times but do not get to a person it is very frustrating      
