,CommentsStars,CommentsContent
0,5.0,                       fruit of the loom s products are always well made   these shirts are no exception   material is just the right thickness  length is correct for my height and intended use  and the material is soft on the skin      
1,5.0,                       perfect fit  i am     and weigh aprox    lbs  i always worry about shirt lengths  this  xlt fit perfect     
2,5.0,                       they arrived on time   they launder great and were great  just what we needed for a big bellied man      
3,3.0,                       although overall quality looks good  there was some shrinkage after washing once   it s a tight fit with very good length   might want to order size larger if you want a looser fit   i chose all cotton  so should have realized some shrinkage      
4,1.0,                       the fabric feels like sand paper   not the usual fruit of the loom fabric   something is not right   i have washed it and the harshness doesnt go away   am now wondering on the authenticity of the product   never had this issue with this brand ever before     
5,5.0,                       at       i don t usually need to order tall length shirts   i ve learned  however  that white t shirts usually are made of realtively cheap cotton fabric and shrink in length significantly   having learned my lesson  i order these in tall and find that even though they shrunk a little in lenth  it was relatively minor and the shirts still are long enough to stay tucked in   if i were a few inches taller they would still be long enough   not sure they would stay long enough for someone at      or           
6,1.0,                       the shirt is only slightly smaller through the chest than an x large t shirt and much longer   i bought these for my middle school aged son who can now wear some adult size small shirts   i guess i will save them for college       
7,5.0,                       a   i go through a lot of shirts and these are my favorites      
8,5.0,                       they re undershirts  they do what they re supposed to  wash well and do actually stay tucked in      
9,5.0,                       bought some of these previously along with some shorter ones  i like the length of these so made this purchase      
10,1.0,                       discolored compared to new store bought tees  yellowish    awful smell coming from them     
11,5.0,                       good quality product in a large quantity   i m     with a    chest  and these t shirts are great for me   glad to be able to buy many at once and not just   to a pack at retail stores   i also plan to dye a few  haven t done it yet  but i think the material will work well      
12,4.0,                       i m not tall but i like my undershirts to stay tucked in  they do tend to shrink over time so i use them as my yard work   car repair   house remodeling undershirts  they are a lighter weight which  is more comfortable in high humidity or heat      
13,5.0,                       love these t shirts  i m          pounds i get tall size because of my wide shoulders and these are perfect  not to thick not too thin just right      
14,5.0,                       i really like these shirts and had bought them at local walmart until they stopped selling them   they are a       cotton poly blend  they are a thin undershirt   i like them cause they seem to retain their length after washing   i hate buying undershirts and after washing they fit like belly shirts   i like them cause they are thin material wise  which i stated above  i don t like my undershirts to be thick  they have a modern fit to them  so if you are looking for a boxy shirt  look elsewhere  i will continue to buy them as long as they make them      
15,1.0,                       check your order  i did the  buy it now  option thinking i was going to get    shirts in my size and ended up getting   which was not what was displayed  advertising hijinks  shame on me i guess  decided to wash the   shirts before wearing and just cut my losses and they shrunk down   sizes smaller  hats off to this terrible product good for washing cars now i guess      
16,5.0,                       my husband has a very long torso  and a very flat rear end  this causes his crack to be visible every time he lifts his hands or bends over  i keep telling him he needs to change professions and become a plummer anywho  these shirts are awesome  i ve thrown out all the old white shirts and replaced them with these  they also hold up and wash well  i just soak them in bleach water periodically to keep them nice and bright      
17,4.0,                       fit was great  a bit slimmer than some  undershirt  t shirts  and the length does shrink up a bit when washed  but it stays a couple inches longer than most other t shirts  of the few types of hanes fotl t shirts i wear  this isn t the softest  but it s fairly nice  feels like a      blend shirt      
18,5.0,                       the first thing my husband said when he tried fruit of the loom t  shirt on was finaly a t shirt long enough      
19,5.0,                       bought for associate he wears and likes them for work     
20,5.0,                       they are a bit tight around my arms but otherwise for well and stay tucked  after a few washes  still maintaining shape and softness      
21,5.0,                       there are so many brands in just about every category of products  that it sometimes becomes a bit bewildering  i ve pretty much stuck with fruit of the loom and haines for underwear and have never  to my recollection  been dissatisfied      
22,2.0,                       i bought a pack of large   tall man  and they shrunk after washing them  they are kind of tight and short now  i guess the material isn t that great     
23,5.0,                       i  am someone who likes tuck in  shirts and i m not a fan of thin undershirts so i figured i would give these a try   so far i m not disappointed  i purchased   pack but have only used   so far these shirts are great for me as i always wear dress shirts and polos that have to be tucked in      
24,2.0,                       yes  this shrink and changed color after   washes  return and when with other brand      
25,5.0,                       nice feel  deep colors  good quality  just a bit too big for my very slim son      
26,5.0,                       always trust fruit of the loom to fit correctly in every way   good quality always   very trusted brand for years delivery fast too      
27,5.0,                       love these shirts especially during the summer time working outside although they are hard to find at any of the walmart s near me but thankfully for this seller had exactly what i was looking for items were as described and fairly priced             xl gives a nice loose fit     
28,5.0,                       shirts fit great and as expected   i wear them under my medical scrubs and these shirts stay in place all day without coming untucked   will buy these again when i need more undershirts      
29,5.0,                       soft and very comfortable   they wash and air without too much shrinkage   no tag in back      
30,5.0,                       i m a woman and i love to get my tees in men just feel more comfortable and more roomy  these are definitely my go to and the price is right      
31,4.0,                       nice shirt but the black ones tend to fit a bit smaller then the gray ones      
32,3.0,                       i buy men s t shirts because i hate the tiny sleeves on women s  i am a woman s s m so i got men s medium  the shirt fits just as i like every where but the sleeves  they are tiny and tight like women s sleeves  the fabric is nice though      
33,5.0,                       the package is a great deal for someone who uses them daily the shirt is a descent thickness for an undershirt and yet just enough for a top shirt on a light day      
34,5.0,                       product is as expected  basic crew cut undershirts  my husband wears them under work dress shirts  or by themselves when doing yard work  after a few months of wear they do get pretty discolored from deodorant under the arms and they are repurposed as car towels or  garage  rags  for the price they are great undershirts      
