,CommentsStars,CommentsContent
0,3.0,                       title says it all  get what you pay for i suppose   good enough for casual adult gamers who don t need want to be competitive  so i may just keep it since it s almost half price of real xbox controllers      
1,1.0,                       tldr  radial stick deadzones are     of the total movement  unusable for fps games informative version overall the controller gets a     rating based on the importance of the defect the good     of the controller is absolutely fine  it s super lightweight  so it feels good in your hands  the buttons aren t as smooth as on some controllers but they function just fine  no sticking or extra wobble from being too small  the rumble is nice and the cord length is ideal for pc use  price point is great  and the controller looks and feels very similar to a microsoft xbox controller  solid construction  no wobbly or loose parts the bad the other    makes this controller unusable for almost any shooter games  the joysticks i will preface by saying i ve tested this on   different games and went through every setting from lowest to highest in terms of sensitivity  acceleration  and deadzone adjustments  the only thing i can t rule out is a defective controller  as i ve only tested mine the biggest flaw is these sticks have a huge deadzone  when moving the stick with the   directions  deadzone is normal  this is what i would expect from any controller  when checked   directions  the flaw becomes glaring  the   diagonals have a deadzone of         of the allowed movement before they kick in  this makes any movement that is not   directional  which is     of modern shooters  essentially not possible  the joysticks are arguably the most crucial part of a controller and these do not make the cut  there is a certain level of quality expectation when buying off brand equipment  it ll be  fine   not perfect  not great like an oem version  but just fine and you can use it normally and have saved some money  this product does not make that cut  it falls below fine as it cannot function the way it needs to function if they were to correct this problem  i would say this would be a       product  as is  the   flaw is too essential to it s intended use to give this anymore than a           
2,5.0,                       if there s anything that distinguishes this controller from a first party xbox     one other than the branding  i don t know what it is  and it s likely not worth the cost of buying a first party controller absolutely no issues with it  feels and works great      
3,1.0,                       the product is very cheap quality and the programming from controller to console will not recognize it as a controller for this console  it keeps losing connection to the console despite being a wired controller  and has faulty buttons not registering button press  direction input is atrocious and constantly is pulling to the back right and this product is new out of the box  definitely the worst knock off brand to hit the  rd party wave of products  do not buy      
4,1.0,                       product doesn t work don t buy retuned window closed before was able to try because it was a birthday present     
5,4.0,                       vibration strength could be better but for the money it is an a  controller     
6,5.0,                       this is really a very good product  it can completely replace my previous controller  with it  i can play games happily again      
7,4.0,                       no complaints aside from too much give when pressing the face buttons      
8,5.0,                       excelkent     
9,4.0,                       works well however the right trigger squeaks      
10,5.0,                       edit  so after a while  it did seem like they have addressed the only complaint i had about the controller and updated their page as well addressing this original review so for those that play games with the controller should know the advantage of control over the keyboard is its precision in movement due to having essentially     direction over the   direction keyboard have  this is especially true for games such as resident evil   where the cameras are fixed so having the ability to move where you want exactly is extremely important this controller seems to have a limited direction set which became obvious when i was playing around with different remote and notice that this controller will make characters snap towards a direction rather than gradually turn  what this means is the remote has a limited movement direction in comparison to some of the higher end controllers lacking precise control of the movement      
11,5.0,                       highly recommended this controller it s very good product for a very great price       highly would recommend you buy does everything you need it works just like an official controller for an inexpensive price     
12,4.0,                       maybe i got unlucky  but i get major stick drift when trying to use this on my pc  i bought it so that i could play old     games that weren t backwards compatible on xbox one or available on steam  and it works perfect on my      however  for whatever reason  it starts acting up on my pc  my other controllers don t at all but i didn t buy it for pc  just happened to plug it in one day and try it out  if you are buying this solely for pc  be aware that you might have an issue  really good price though so not too much of a gamble in my opinion      
13,1.0,                       probably the worst controller i ve used in years  the reponse is absolutely dreadful  no crisp movement  all setting are maxed and it s barely responsive to input  it s very cheap and buttons are small      
14,4.0,                       it is a very good control for that price i had my xbox     and the control is practically the same  it has very few differences and the main one is that the other was wireless  and the other difference is that it makes your hands sweat a lot  i think it s because of him   type of material it is made with apart from that it works very well and the vibrator works well too     
15,5.0,                       good     
16,1.0,                       not worth it  delay is terrible      
17,1.0,                       as i said in my title the biggest issue with this controller is that all the buttons work normally except the right stick will not start working for      seconds when starting a new game or loading a save  sometimes it only takes   seconds sometimes it takes a full    depending on the game  it happens the worst in the outerworlds  i bought this to replace an xbox branded controller that was drifting but i would rather deal with the drift than the right stick bug  if you have a saved game when you are being attacked and the right stick doesn t work for    seconds after you load you are going to get killed every time before you can even look around  i am tempted to give this a   of   but since everything works except the stick i ll grudgingly give it   stars  would not recommend this brand to anyone  edit the controller completely died one week after my initial review  none of the system i tried to connect it to even recognize it anymore  this isn t even deserving of my initial   star rating      
18,5.0,                       previously i had difficulty with the controllers  but customer service reached out to me and is sending a replacement free of charge  i can t figure out how to change my below review  but this is my way of updating it to   stars  buy with confidence  since voyee will make things right if there are any issues      
19,3.0,                       worked fine for my xbox but very flimsy      
20,1.0,                       bought two both broke  the  nd broke after three months  connectivity problems with the cord      
21,1.0,                       don t try to play skate   with this controller lol     
22,1.0,                       this controller isn t worth the black powder to blow it up  which i would like to do   plugged it into my xbox  worked fine enough to get the game started  and then it just stopped working  the system wouldn t even recognize there was a controller connected      
23,5.0,                       i didn t want to spend     on a controller so i got this ans it works great  i use it for my pc and i have no complaints      
24,5.0,                       this controller works well and very pleased with it      
25,5.0,                       every bit as good as the name brand controllers  have no complaints about it      
26,5.0,                       works great     
