,CommentsStars,CommentsContent
0,4.0,                       i have bought many of these balls over the years  i like the ball fine however the quality has gone down a bit over the years      
1,5.0,                       absolutely love this ball  professional grip and texture  for indoor basketball player  must have      
2,5.0,                       i bought an evolution from a retail place and it one of the best balls i ve ever played with  mine was getting worn  still in good condition  but need a new one  amazon s price was better than the reatil      
3,5.0,                       got it for my son  he loves it      
4,5.0,                       good training and gameday ball for select basketball team  delivered as shown  excellent seller  would recommend  my son like s the  distinctive color on the ball so he knows which one is his        
5,5.0,                       bought for my high school ball player  he loves the ball  i never got so many hugs      
6,4.0,                       more pink than red     
7,5.0,                       grandson loved it     
8,5.0,                       great feeling ball  true bounce  excellent grip  easy to dribble and shoot  feels lighter than other      balls   swishing threes with ease      
9,5.0,                       love the feel a great buy     
10,5.0,                       good     
11,5.0,                       great basketball   i read a lot of reviews and had it narrowed down to this evolution basketball or the wilson ncaa official basketball and ultimately decided on this one because of the reviews   i m not disappointed   i have always wanted a nice indoor basketball   we use it in pick up recreational games as the game ball   i like the soft feel and it bounces very true   the tackiness is about perfect   i don t like balls that are too tacky      
12,5.0,                       wilson all the way  the ball is perfect      
13,4.0,                       well made and feel very comfortable and expensive  you can tell the difference between an evolution ball and a cheap brand  my son like it very much  they will last forever      
14,5.0,                       i love this basketball and so do the guys i play with  i bought one for myself   years ago  and it is still going strong  everyone always asks  where s the wilson  because that s the gameball   i had to buy one for my dad as well  because he was using a crappy indoor outdoor ball and he only plays inside  he has also gotten nothing but positive reviews the ball is soft and has a nice feel to it  it is a little stickier than other basketballs  but it does not feel like a rock like other balls do  even after   years of weekly use my evolution is in great shape  and doesn t look like it needs to be replaced anytime soon save yourself some grief  and buy one of these basketballs  you won t be disappointed      
15,5.0,                       this basketball is phenomenal   went with a different color type  so we can find our ball at practice   we had to replace a lost ball  and purchased the same one      
16,5.0,                       purchased for my daughter and a great  high quality basketball that she absolutely loves  takes it to every practice and always wants to use it  highly recommend this ball and outstanding quality      
17,5.0,                       bought it as a gift for an old timer looking for a new game ball  he absolutely loved it  simply a high quality game ball  i purchased the blue iteration  and the colors matched the product photo exactly      
18,5.0,                       you get what you pay for with this ball   it s on the pricey side but worth it      
19,5.0,                       my son wanted this basketball  i bought it for him  he likes it  i found cheaper ones  but he wanted this one  so he s happy and therefore i m happy     
20,5.0,                       it s great  purchased for my son he loved it     
21,5.0,                       bought as a gift for my son  loves it      
22,5.0,                       it s for gift     
23,1.0,                       do not buy this ball here   the one i got was so poorly constructed i could not believe it  went to local sports shop and bought one from there  night and day  same ball but much better quality  not sure if it s a bad batch or what but several buyers had the same issue      
24,5.0,                       great basketball     
25,5.0,                       great ball  my son loves it      
26,5.0,                       this basketball is fantastic the nice thing about having a high quality ball is that if you play pickup ball with it  everyone will agree to use your ball since you use this ball while shooting around  you get a good feel for it  using your own ball during games is nice because you play better      
27,5.0,                       nice indoor ball   my son has been using it for a long time  it is often the game ball when they play   still holds pressure and looks great   i would definitely recommend this product      
28,5.0,                       i bought this to use in an indoor gym where i play basketball     times a week  it is a very quality basketball with amazing grip  and i like the color combinations as well  everyone always wants to use this basketball to play     
29,3.0,                       i have reason to believe that this item is after market  it does not feel durable and did not come in the original box     
30,5.0,                       my son loved this  my mistake i ordered a girl size but he still uses it     
31,5.0,                       one of our grandsons requested this  he is on a middle school team and enjoys this basketball      
32,3.0,                       i purchased   of these for my teenagers and they just aren t very easy to use    the grip isn t good at all   the ball is always slipping out of the player s hands on the court  all of the kids  not just mine    i was disappointed the grip wasn t easier to handle   especially for kids      
33,5.0,                       the evolution has been around since i was in high school and i m     now they ve made the ball more appealing by having color options  making it easier not to lose when you use as a game ball  great quality and came as described     
34,5.0,                       my boys use these balls for aau and they re the best indoor balls we ve owned so far   had to pick up another one during cyber monday as the price was right      
35,5.0,                       great     
36,5.0,                       this it the ball that tops all balls  ive purchased the official game ball before and this one is much better  never buying any other  ball than this  great grip  always inflated  and great feel when  you shoot      
37,5.0,                       i think the ball is really nice  the grip is good and significantly better than the ordinary ball  it s a good product  i haven t had any issues with wear and tear yet      
38,5.0,                       thanks to the wuhan wheeze i have been unable to use this ball since purchase as we have been in lockdown and everything is closed  i shall use it one day when the rona has moved on     
39,3.0,                       our boys play travel basketball  rec and school ball  we needed another outdoor ball and evo has always been our go to  however  we ordered this ball in green and got blue  so my brother in law ordered one and had it delivered  in green  and again we got blue  so i can t give any higher of a rating  if anyone that is looking to get a ball in their team color or one that stands out from your standard ball bouncing around the court  you won t get that here  two different prime accounts and both with the same disappointment  the ball is still an evo so there s that      
40,5.0,                       this ball is what all of my friends  including former d   players  and i play with  for about      you get a ball that feels and plays like the official nba      ball      
41,5.0,                       pretty nice   durable   no issues to speak of   happy buying this      
42,1.0,                       the seams are horrible  the leather is laid poorly and uneven  i m sure i just got a bad apple but where as i m in iraq and it took a month to get here i ll just have to buy another  there s no good basketballs here so this one is above and beyond what we have  but definitely not inspected correctly as you can feel the leather and see it uneven along the seams      
43,5.0,                       i ve had my eyes on this ball since college and that was a long time ago   sadly  i purchased one of those gimmick balls  infuzion  that was great in concept but sucks in actual use i recently picked up playing ball again and was able to convince myself that a personal ball was needed even though my gym provided me with a loaner the grip on this thing is fantastic and reminds me of the soft touch of a luxury vehicle seat  if you are willing to spend the extra bucks  get this one and show everyone how awesome you are be warned  if you go play a pick up game  everyone will gravitate towards using this ball  don t take it with you if you are the type of person that doesn t want dirty paws touching it      
44,5.0,                       great ball     
45,5.0,                       top of the line basketball   i use it for a game ball for a competitive travel team      
46,5.0,                       best basketball on market for indoor play    holds up well  keeps its pressure   easy to handle even when you have sweaty hands handling it all the time   bounces true on return to hand   used it for over a year and hardly shows wear      
47,5.0,                       awesome basketball  got it for     but tbh i was kind of scared because it seemed that every review claimed the ball was  defective  or a  bad batch  but as i received it i can confirm the ball is      authentic and great quality but keep in mind i got it directly from amazon com as the seller     
48,5.0,                       feels perfect  i played with one while playing pick up and after the wear and tear of my old balls  i needed a new one  since they stopped making the vintage tf    s this is the next best choice  super soft in hand  and once inflated  doesn t feel like it s overly bouncy  which as a point guard  is crucial for good handles      
49,5.0,                       great basketball  if you want the best indoor basketball around buy this  i love that they have different colors now  bought these green ones because my daughter just going to high school and green is the main school color      
50,5.0,                       the ball has a soft feel and doesn t need to be over inflated to get a good bounce   easy to handle at the top of the dribble and stays round well      
51,5.0,                       great ball  holds up really well and maintains great grip     
52,5.0,                       best all around ball i bought the blue printed ball and the blue will wear down but as most people will have the black i like being able to tell which one is mine     
53,1.0,                       first   i had to replace with in a week because it kept going flat  got a replacement and now    days later it s the same problem   balls are only used in the gym   this is terrible     
54,5.0,                       my son loves it        
55,1.0,                       i had the identical model before from dick s and this one doesn t feel the same  it is not as soft to the touch and therefore feels cheap  one of the corners are already getting loose after playing less than   times  disappointing      
56,5.0,                       grandson     
