,CommentsStars,CommentsContent
0,3.0,                       these words too small for a small man and fit my fourteen year old daughter who wears a size    they shrink too much  but  the t shirt quality is excellent and well made  just purchase a size that is at least one size bigger since it shrinks so much      
1,1.0,                       these fit me well  and yet they all have holes  i do not extend them unnecessarily  i remove them by grabbing the bottom  they felt good when they were new  but now they all have holes      
2,3.0,                       these v neck t shirts are very comfortable and i am happy with the fit and feel  the reason for the   star rating is because the shirts have a yellowish tint and i was really hoping they were notably whiter  when wearing a white dress or other shirt  it is easy to see the off white yellowish color of these shirts  unfortunately  using bleach to help with the color was in successful      
3,5.0,                       compr  estas camisetas para regalar a hijos y sobrinos  ellos est n muy agradecidos porque disfrutan de la calidad y comodidad  las obtuve a muy buen precio      
4,5.0,                       in general  i m a picky shopper in terms of quality  but when it comes to undershirts  i only need something of decent quality but at a good price as a point of reference  for my own use  three calvin klein v neck undershirts at costco for        cost more than what i felt was necessary for me  they are definitely of better quality though  so i found these gildans and gave them a try   the fact that they cost less than    per undershirt worried me so i wasn t expecting much  but they are actually better than expected  given the very reasonable price   i laundered them once before wearing one  and my initial impression is that they fit great  i ordered medium size  and i m a size    chest      waist  and are of very acceptable quality considering the price i then compared them to some old costco kirkland v neck t shirts that i ve had for a very long time   these gildans are a lighter thinner cotton  so their durability wash after wash remains to be seen  but i initially have absolutely no complaints for the price the gildan cotton definitely feels rougher than the kirklands  but not enough to prevent me from buying more gildans for the price  the stitching on the gildans is not as smooth or refined as the kirkland s  but again totally acceptable given the price point in the end  as long as you aren t shopping for premium quality  imho i feel this is a very good deal on a set of   acceptable quality undershirts  and i found them even better than expected   if durability holds up after a reasonable amount of washes  i definitely plan to buy these again      
5,5.0,                       perfect fit in chest  waist and length  fabric a tad thin but it is an undershirt  perfect shirt in hot environments      
6,5.0,                       right fit  quality is very good  took forever to ship but i m happy with my purchase     
7,3.0,                       i don t think i m saying anything that hasn t been said in other reviews  the sizing of these shirts is pretty inconsistent  one will fit great  another is super long  another has a huge neck hole  another has short sleeves  etc  they also attract animal hair like i ve never experienced before  i feel like a wookie by mid day  i don t think i ll buy these again      
8,5.0,                       i was in desperate need of some shirts and got these on the fly   i was impressed with the quality   quantity  for the price  the cotton is nice to the touch and breaths well  as with anything cotton i recommend adding some vinegar to you r cold wash the first time to help set the colors  i did not and they faded just a little bit  that is no bad mark on the vendor though  overall very good shirts   top notch      
9,5.0,                       these shirts came in on a timely manner  they fit perfectly as i am pregnant i wanted men s shirts for comfort  i purchased a medium  they wash well and do not lose color      
10,5.0,                       the t shirts are well made  the length is a plus for tall people  so it stays tucked in  i also ordered the multi color package  as yet to arrive      
11,5.0,                       my husband is very picky about his  undershirts   he usually wears  wifebeater  tanks under his dress shirts but could never seem to get them the right length  i first bought a pack of white v neck t shirts to see if he liked them  he did   then i bought a pack of multi colored and it s all he wears now  he even wears them without dress shirts over them  score one for me and for amazon   i ve washed them several times and as long as he lets me separate the white ones from the colors  they all look brand new  i use oxi white with all my white loads and it even gets out whatever he spilled on his shirt  it s rare that he doesn t have a spot of something on his t shirt by the end of the night but these all wash up and look brand new with no fading or shrinking  very happy with this purchase and will definitely reorder when he needs more  thank you      
12,5.0,                       so far i like everything about the product  but do not know yet about durability   this is the first time in my life    years   that i  have ever bought underclothes from any one other that jc penney   the penney s quality hasdipped drastically in the past decade so i made a change   it  looks like so far the quality here is like penney sfrom    years ago      
13,5.0,                       i read a few negative reviews i was skeptical but purchase and am pleased      cotton and good quality  i dont dry my clothes in a dryer so am concerned the neck area may stretch out but have washed    already   times and right now no issues   star in my book happy and pleased i bought   if i feel they to stretched out   hey i may go ahead and put in  a dryer and see whats happens but am pleased i purchased these thankyou     
14,4.0,                       these run fairly big  my husband is a size l and so that s the size i bought for him but they fit him big and long  like if they were size xl  so they definitely run big  m would of been a better option      
15,3.0,                       these are pretty thin shirts and after one wash in cold water and air dry they shrank  i wear a medium and it s width is good but now the length is too small  i ordered a large and after a wash the length is good but the width is huge  i m      and    lb  they might fit you better but not so much me        
16,3.0,                       these tee shirts are a bit bulkynot ideal under a dress shirti bought them to do yardworkand they do the tricki go through so many tee shirtsthat these are the onesthat i don t worry about stretchingor staininga few issues with loose threadsbut would rather have four of thesethan one calvin klein     
17,1.0,                       cheaply made of bottom line cotton material one wear throw away       sorry   never had gildan product so poorly made   explains price break         
18,5.0,                       bought these  because i ve started to become a big fan of gildan s shirts   i really like how they look and feel   these were no exception  although both my wife and i felt like these were not really for men   she ended up using them and i bought another set for her   she really likes them      
19,5.0,                       it s an undershirt  i need them fir work so  the fact that they are loose is just fine  i am a female          s   i bought them because mens undershirts are cheaper than ladies   no complaints      
20,5.0,                       i had read some unfavorable reviews of these t shirts but i still order them and i m very glad i did they are not quite as soft as i d like them but they are very comfortable and have some structure to him if i need more i would definitely buy them thank you     
21,5.0,                       nice quality   fabric weight  i wanted them for sleep shirts   they are perfect great value for the money did not shrink      
22,5.0,                       i am a women      cm and    kg  i bought this to wear at home  as casual   and it fits me great  like a tailormade tshirt or so  i also washe in warm not hot  and the size did not change at all i am also planning to buy some more colors  i can definitely wear under cardigans or as a tshirt under hodies  women  go and buy it        
23,1.0,                       these are the most uncomfortable t shirts that i ve ever bought  first gildan purchase here   they are also a little big in the midsection area  i washed them in hoping they would shrink and feel softer too   they didn t  the material is so uncomfortable on the skin  i tried giving to my teenage son and he didn t want them either  lol  we threw them away  i would suggest not buying  very disappointed with this brand and won t be buying gildan anything ever again      
24,5.0,                                 lb   xl was a little tight around the shoulders  excellent soft shirt  would rebuyi m a big t shirt guy       
25,5.0,                       soft and comfortable  my husband loves them  i bought them here  because the packs at wallyworld come with  grey and  black  and he needed black for under his work shirts      
26,5.0,                       bought these to use as work shirts  i like my clothes a little baggy for comfort and these were perfect  they re soft  breathable  and the v neck wasn t revealing at all so very work appropriate  did a great job as wicking my sweat away too  i ride a bike to from work and my sister said i looked fresh still when i got home from a   hr shift   i m a female if that helps anyone with sizing      
27,1.0,                       the tees were very large and the fabric was very thin  no body to the shirt and felt like i was wearing a tee shirt that was advertised on tv by some young actor  donated the new tees to a homeless shelter      
28,5.0,                       great shirts moderate quality  use them every day and keep a few in my go bags      
29,4.0,                       not the softest shirts in the world  but they re about what i expected for the price  they re not bad overall      
30,5.0,                       i was actually surprised at the quality of these shirts  they are thick and well made  they look really well too  great value      
31,1.0,                       i order a pack of the xl  they are like wearing a  xl in the body and chest  the collar of v neck is made for someone who wears a  xl  i would order a size or two smaller next time  but they do shrink a lot in the wash  the material is like a hanes t shirt      
32,5.0,                       i m not huge  but a pretty big dude  i like to be able to tuck my undershirts in and not have to fight with them all day  and having a gut makes that tough  these are awesome  i went a size too large so i ll drop   down on my next order but i love them anyway  nice and soft  long enough  good price for how many you get      
33,1.0,                       amazon advertise for a tight v neck it is really not  it wide and long down  very dissatisfied i just bought rags  returning it will cost to much money   bought also the white t shirt i should know better not to buy items like online      
34,2.0,                       okay so i got these shirts for my husband but they run a lot bigger i got a size l and for like a  xl texture of the shirts are like and soft but it running big is a huge down side     
35,5.0,                       great quality and fits great  i actually bought these for my husband to wear at work  factory   but they re such good quality i almost don t want him to ruin them at work      
36,5.0,                       very comfortable t shirts  six months ago i bought men s xl and they ve shrunk somewhat since then so they are more form fitting  this time i bought  xl to account for the shrinkage  i would recommend you do the same      
37,5.0,                       my husband has a long torso and this shirt fits him very well  shirts we purchased previously would ride above the belt line  but these shirts sit just below  which is what he prefers  my husband is    tall and has a    waist      
38,5.0,                       i grabbed these before i checked out as my husband wears these types of shirts frequently and his old ones were getting a bit too old  fits well he s        lbs and we got a medium     
39,1.0,                       purchased these fory   yro who wears mens small  they arrived questionably small looking initially and then shrank on top of that  on some of the shirts  the v neck collar seems disproportionately deep to the size of the shirt  these men s small shirts fit my slim   yro son who just started wearing boys size        however  he doesn t like them  this is my least pickiest child who is very open to whatever clothes i buy him  he said the fabric felt irritating on his arm hair  it fit strange on his body  he s average body structure  healthy weight  the sleeves were also very short on him and he couldn t stop trying to pull at them like they must be stuck folded up  they resemble women s cap sleeves  i am real irritated because i needed a bulk of shirts quickly for my   yro who had a growth spurt  bought both variety packs of these shirts and basically have a ton of junk shirts  why is it so hard to get basic shirts      
40,5.0,                       i was looking for new tshirts for my son that didn t cost an arm and a leg  these tshirts fit the bill   gildan is seen as a budget brand but i like the fit and colors and the quality for the price can t be beat  if your looking for designer cotton tshirts that feel like silk then definitely this is not for you  but if you just want a basic tshirt that looks and fits good   at a price point that allows you to pay your mortgage then buy this    highly recommended     
41,1.0,                       only got   shirts nice shirts just missing one  or falsely advertised      
42,1.0,                       just opened the package to try on my shirt  i looked in the mirror and noticed the v portion of my shirt was not centered  i tried on all of my shirts and only one was centered  really wanted these to work but i can t unsee what i now know  hopefully i can get a refund      
43,5.0,                       fit perfectly and didn t shrink in the laundry  for being a    lbs person  i was pleasantly surprised by the fit of these shirts  the length was a bit short when i lifted my arms but the width was perfect and very flattering on myself  these make for great summer work shirts since they help maintain a cool body temperature      
44,1.0,                       this shirt looks weird it s right at the sleeve but wide and too long at chest and waste cheap made better off buying a shirt of better quality     
45,2.0,                       these shirts run wide and short  if you were hoping to get a v neck shirt that would also keep your belly covered  good luck because these wont  maybe if you have no torso      
46,5.0,                       i bought a set of the black and white  i saw a few reviews saying how they did not receive the correct brand  but all of mine are gildan shirts that were brand new from a sealed package  fit and feel great  and a good deal for the price      
47,5.0,                       my husband likes them   they are made in a lighter material   when i wash   dry them the hems roll up   that s my only complaint      
48,3.0,                       i bought these because the photo shows a narrow opening circumference around the neck  i love v necks  but not trying to show off my man cleavage  no one wants to see that   i was disappointed when these arrived and the v sags down to the middle of my chest  beware  the stock photo looks completely different than the product i received if you like a large opening v neck  no problem  average quality  great price if you re looking for a smaller opening v neck  keep looking      
49,4.0,                       i just bought these shirts for work  not the top quality only because the strings are coming out after about wearing each shirt once a week for      hours at work  i would say it lasted for    hours of wear before strings start loosening      
50,5.0,                       i bought these men s shirts because women s usually aren t the greatest fit when ordering online  i wanted soft and a little roomy for work outs and lazy days  love the vneck  makes it not so constricting  love the price for so many      
51,1.0,                       when i opened package it was obvious that these had been returned before  there was cat hair all over the t shirts and they were just shoved in the wrapper not even folded neatly  i will not buy again      
52,5.0,                          per shirt  this is a very good buy  cotton and thick  fits my very nicely  this brand s cost is comparable with fruit of a loom  but much better quality      
53,4.0,                       purposely bought a  xl after seeing all the reviews that it d shrink  out of the package  it felt soft  and thin enough for breathability  i quickly tried it on and naturally it was big since i m actually xl size  luckily since the package had   black shirts  i washed one of it then put in dryer  it did shrink as the others suggested  but luckily  not by much for me  so when i wore it  it did fit a lot better  i m okay with the fit as it borderlines snug to fits as expected  and the length is still slightly below the belt which is my preferred at least although usually i like it a bit longer      
