,CommentsStars,CommentsContent
0,5.0 ,                       i needed to connect   monitors to my laptop  this hub has   hdmis and i was able to connect two     monitors to my laptop  now i have   screens to work with  i connect the hub to the usb c to my laptop  so i dont need an extra power source for the hub  i connect my keyboard and my mouse to the hub via usb  i have the memory card in the hub at all time  so i can save to it if needed  i would recommend this hub      
1,5.0 ,                       my background  macbook pro user  not a super user but very tech savvy  can use more ports on this than most and have tested various scenarios i have run into before turns out many of the usb c hubs are either made by or sold by the same groups  probably both   they are all made in china even name brands  i have a totu one that i am sure is made by the same people or distributed by the same people  the totu one is the    in   just like this  they essentially have the same functionality with this tiergrade one having a usb c port instead of a    mm jack output  here is the one i m comparing and have had for over a year  https   smile amazon com gp product b  q jxwtp ref ppx yo dt b search asin title ie utf  psc  i don t really need the    mm output on my macbook pro     inch       i   as it has one natively  however what i do need is an easily portable solution that has all the ports i need  the main specs for the two are identical and really the difference is the one port i mentioned and the layout comparing this to the totu it has a different layout with all the usb on one side  the totu has a split design where it has a usb     on the side with the hdmi and the rest of the usb are on the opposite side  this tiergrade has all usb data connections on one side and the usb pd port on the other side with the hdmi and sd card stuf  basically a power only port that you plug into your usb c power adapter  this layout is more logical in that you don t have to worry about flipping it around to find which ports you need as all usb ports for connecting anything are on one side  the downside is you have to have everything on that one side it used to be that we worried about usb     next to a usb     and rf interference so that could be why the totu has that design  i put a usb     unifying receiver from logitech into the     port next to a usb     while it was connected to a hard drive  i did not notice any interference which was good the ethernet reports in at gigabit connections to my router  i ran a speed test and it ran at my maximum internet connection  i didn t test a full saturation throughput with gigabit ethernet because    well who really saturates a gigabit ethernet connection very often  i doubt i have ever it does get hot like all the others especially when powered and has multiple things connected edit  after contacting the company regarding the second hdmi port flickering they sent a new one  it was still flickering with the cable i used  re ran the tests with a different cable  hdmi premium high speed certified  and it did much better  normal response and no flickering  moral of the story is to try a better cable when trying to do  k hdr  with another cable it was fine only through one port  i d say that some hardware is more picky than others sd card transfer was decent  i had a sandisk ultra with some pictures on it rated at class   speed    mb s   the transfer rate to my macbook was about    mb s so not bad  it transferred      gbs of data in about   minutes  i m betting if i had a faster card it would hustle more but i ll leave someone else that test  my faster cards are at the office   power delivery through the hub is about   watts less than the adapter itself  so you can probably guess the hub takes about      watts depending on what is connected  i tried two different power adapters  one a    watt and the other an    watt adapter  both registered   watts less when connected to the hub vs directly to my macbook  this is about normal from what i have seen  i even had a bus powered usb drive connected and it still showed that reading a few big pros  this has a longer cable than the totu and a more useful usb c port which in this day and age is a better choice unless your computer doesn t have an audio jack  but most of the time we are dealing with wireless audio with bluetooth nowadays  it also has rubber feet on the bottom which a are nice touch to keep it from scraping or moving as much  this thing feels sturdy and all the ports work as expected  usb     didn t interfere with rf for wireless mouse like others have   better shielding cons  it s thicker but shorter than the totu  it is blue so it doesn t look like a macbook pro space grey which isn t really an issue  the blue is not a bad color just doesn t match the macbook  must use a quality hdmi cable  cable matters was what i used   it gets very hot    but they all do overall i d buy it but make sure you test all the ports you are going to use with the cable you are going to use   i contacted the company and they sent me a new one to test  when it had a similar hdmi port issue they troubleshooted that it might be the cable  they were right  i needed another one for my home  dock  so i ll probably leave one of the two at home connected to all the peripherals  thanks for reading      
2,3.0 ,                       love the size of the tg hub     but require a solid power setup for its usb c power jack  dell work laptop blue screened multiple times  and was losing power with   monitors connected through the hub  since video can cause blue screens during updates  tried a phone charger     tried with lenovo using usb a to usb c     adapter   hdmi display did not work  any drivers for hdmi through adapters      
3,5.0 ,                       great addition to my macbook pro and ipad  it s a great portable addition to have all the extra ports i need  it is small but has everything  it doesn t overheat which is nice  seems durable and well made  i like the ability to charge through it as well so i can have everything plugged into the one port  it works quickly and seamlessly and haven t had any problems connecting      
4,4.0 ,                       have been using for about   months for work and personal  nothing broken that i m aware of pros this works great for connecting my   monitors via hdmi  mouse  keyboard via usb a  a micro usb charging cable for the keyboard and mouse  and charging my dell work laptop hub will work when connected to the laptop only  does not need a power adapter for it s own source of power   hub is small case and paint is durable  case is very lightweight con gets hot when i connect my laptop charger s usb c cable to the hub to charge my work laptop through the hub   it does cool down relatively quickly the maximum power passthrough to the laptop seems to be   w   thus  it won t charge laptops that require a higher charging capability  e g       dell xps    the usb a ports seems weak or does not support fast charging the microsd card transfer speed is really slow for transferring pictures and videos the usb c cable to connect to the laptop is short  like   inches       
5,3.0 ,                       i received this today and was very excited to use this with my new surface laptop   the two hdmi ports work perfectly   but the usb ports do not work at all   i even plugged the device into a usb c power supply and it still won t work   so my usb mouse and keyboard won t work   i have e mailed the company and have received no reply hours later   i was really hopeful for this   i will update this review if the company gets back to me and develops a way to get this working update  i lowered my review to   star because it s been a full day and no one has returned my e mail to the company about the issues i am having   seems tech support is non existent  buy at your own risk update                i finally troubleshooted  toubleshot   the issue on microsoft s web site and discovered the issue was not with the tiergrade device but with the ucb c extension cable i purchased  once i connected the device directly to the surface  everything worked perfectly  i m still deducted   star for such a short a   cable  and   star for absolutely zero tech support  had to find out this answer on my own      
6,5.0 ,                       i bought this usb c hub because i have a lot of equipment that has a very limited amount of ports  especially my macbook and ultra thin hp laptop  both of these devices only have a handful of usb c ports and not much else  this makes it hard for when i want to connect an external monitor  keyboard  mouse  and so on to either one of these devices  i have a small selection of individual adapters to provide more usb ports and a way to connect to external monitors  but those adapters end up taking up the limited usb c ports that i have with this hub i can now connect up to three external monitors  thanks to the two hdmi ports and the vga port  i can connect up to four different usb devices with the   usb     and the   usb     ports  i can also charge my devices directly through the usb hub without taking up another usb c port  i also like that there is a little bit of rubberized material on the bottom side of the hub  this helps prevent the hub from sliding around my desk or making a lot of noise if it does move around i also tried it on both my android phone and ipad and it works great on both  i really like that i can use samsung dex on my phone when i plug this hub in  effectively turning my phone into a computer on the go for anyone that needs more ports on their devices  i highly recommend trying this usb c hub out for yourself      
7,5.0 颗星，最多 5 颗星,                       i bought this as a present for a co worker who bought a new macbook pro which came with no usb ports  this was a great addition to just put into the usb   c and have a lot of different capabilities i tested everything but the hdmi and vga as i don t use bigger screens  everything worked properly  issues i ve had in the past with other items similar once connected they would disconnect then reconnect then disconnect over and over  this one the connector for the usb c is a tight fit and doesn t jiggle around i rate         
8,5.0 颗星，最多 5 颗星,                       i like this hub and i recommend this  likes  i like this most from the all of my usb hub because this one has all kind of ports and most number of ports you may need in the hub  this is smallest side docking station i have ever used  hdmi  hdmi to hdmi   works well  hdmi to dvi converter   works well  hdmi to display port   works well  vga  works well   this is very useful and handy since many old monitor works with only vga port  vga hdmi or vga hdmi hdmi  i like this most as both port works together and displays two separate monitors form the laptop  usb c  works well  usb      works well   usb      works well sd card  works well  ethernet  tested up to    mb s   works well  audio  audio and mic   works well overall  this is very well designed usb hub that has all the connectivity in one  quality of outer case is very well and durable  came with nice soft cloth case i like this hub and i recommend this      
9,4.0 颗星，最多 5 颗星,                       it is a great hub to extend ports and provide an ethernet   however  i found the cable to the usb c port too shot   my laptop has a usb c port on the right side  therefore this sits right next to the laptop giving not enough length of the cable  it interferes with the mouse   yes  i use always a mouse with my laptop   the cable should have been at twice the length so it could be moved away from the mouse pad area  the other option  if the cable is detachable them the user can use his own long cable      
10,4.0 颗星，最多 5 颗星,                       solid metal unit  feels durable  with every port full  it holds up  note to buyer  the power is low for the new mbp   which requires   w  this one only pushes around    w  also  the two hdmi cables cannot be used for extended screens on the macbook pro  each screen on the mbp needs to be on two separate ports      
11,5.0 颗星，最多 5 颗星,                       this product works exactly as advertised and i was able to quickly get my samsung laptop up and running with an ethernet connection and two external monitors connected via hdmi cables   great for my office set and i now have one monitor running in landscape mode and one running in portrait mode   which is great for multi tasking and improved technology  it also allowed me to get ethernet speeds vs  wifi when i m connected which is nice assurance for zoom and other video calls   for my laptop  i was also able to use a usb c power in  same one that powers apple devices  to the port so that while this accessory is plugged in it is also charging my laptop  another big plus    while i haven t yet used  nice to have the flexibility of additional usb c and     ports for other items like an external web camera      
12,5.0 颗星，最多 5 颗星,                       got this and hooked it up right away   it worked perfectly   everything connected easily and fit perfectly   i had no problem getting it connected with my computer and other devices and all worked as it should   the color is my favorite blue so a huge plus   the size is great  it s small enough to take with you anywhere if you wanted too   it s light weight also   comes with a nice carrying bag also   i highly recommend this device      
13,5.0 颗星，最多 5 颗星,                       tiergrade adapter was more than i expected   it handles all my plug ins   projector   dvd player  speakers  external hard drive  with extra ports to use as a mine safety instructor   it s important all my components work together with no interruption adapter even came with a drawstring pouch  which i wasn t expecting    delivery was within   days  and adapter packaging was sturdy i m so happy i found this      
14,1.0 颗星，最多 5 颗星,                       with a macbook pro       although it has two hdmi inputs  it doesn t allow for dual monitors as extended screens  it only allows mirroring between the two monitors   also it causes a green flicker on the screen that cycles every    seconds or so      
15,5.0 颗星，最多 5 颗星,                       i really love this hub  i saw a video review after i had already bought a cheaper one  well  the cheaper one didn t work  whenever i plugged my portable hard drive into it  it would not connect to my laptop   i can put my portable hard drive through this hub and it worked perfectly and as intended  it s nice to have all these various slots on one unit without having to dig around to find each one individually whenever i switch stuff that needs plugged in  i do a lot of photo and video editing and it really comes in handy      
16,4.0 颗星，最多 5 颗星,                       this hub works right out of the box  and it handled all of the various cables i have  eliminating the need for the many dongles i was using   unfortunately  the internet cable connection didn t work  and i had to re attach my internet connector to my computer   this wasn t a big problem  just a small disappointment   otherwise i would have rated it   stars   it sure looks neater than the kluge of wires  dongles  and the previous hub i had before   this was a very good investment      
17,4.0 颗星，最多 5 颗星,                       this is a great little device that allows me to hook up all my cables so i only have the one usb c going into my laptop   i work in several locations throughout my house  and its  really convenient to have just one cord to plug in to get dual monitors  etc   it does get warm when in use  but never hot the company has great customer service   i was having problems getting my usb keyboard to work and they advised me to use the usb     instead of     port   and  that resolved the issue  great customer service      
18,4.0 颗星，最多 5 颗星,                       variety of input types and   hmdi inputs for dial monitor use  love the color  looks and feels good and isn t too big  easy to pack and travel with  my only concern is though my laptop indicates it is being charged when the hub is plugged in  my battery does not gerry charged  it s not the biggest deal for me as i can use a separate port on my laptop  but it would nice not to be able to cut the second cord  that is the only reason for   instead of   stars      
19,3.0 颗星，最多 5 颗星,                       nice little usb  hub  however be aware that this will not allow you to run two hdmi monitors from a mac in extended mode  the two hdmi displays will mirror each other  and extend the desktop from the laptop display  i don t know if this is a limitation from the adapter  or if it is a limitation from macos      
20,5.0 颗星，最多 5 颗星,                       overall this product is as specified   it seems to be well built   the price was mid range  not the least expensive or the most expensive   the qty and type of ports is very convenient   however  the performance is less then i was looking for   i have a     x     monitor   it support s this resolution with one monitor connected   i have two     x     monitors   when i add one of these monitors to the first monitor the performance on both drops to     x       i probably could have figured this out before i bought it   so i can t say that this is the manufacturer s fault  so the   star rating    i just have higher than normal needs   i did not try the two     x     together as i don t have that need   i did not try returning this product as it is convenient and does support the one monitor which gets me most of what i need      
21,5.0 颗星，最多 5 颗星,                       pros   compact and solid build quality  joint reinforced thick usb c cable  tight connections on all ports  i plugged into every port and wiggled and pulled   versatile ports for apple and android users   useful when i need to copy between sd  microsd cards and computercons none  this hub is perfect      
22,5.0 颗星，最多 5 颗星,                       bought this about   months ago  everything worked perfectly until it no longer started responding to me plugging in an ethernet hardline  my computer stopped recognizing it  i reached out to their customer service and after a few emails they honored their   yr warranty and had a replacement being sent to me  the device does the job i bought it for fine  and the customer service was great  if i didn t already own it  i would buy again from them      
23,5.0 颗星，最多 5 颗星,                       i really like this usb c hub  i m using an ipad for almost everything now  and this will give me the ability to connect it to my tv as a monitor and connect a wireless keyboard and mouse  it is made from sturdy aluminum  and even includes a little pouch to put it in when i carry it in my book bag  highly recommend      
24,5.0 颗星，最多 5 颗星,                       i ve tried a few different usb c hubs trying to find one that allowed for use of extended dual external monitors and wireless keyboard mouse without delays or connection drops  this one works perfectly  absolutely no delays   no screen flickering  set up is non existent  you just plug it in and it s up and running  highly recommend      
