,CommentsStars,CommentsContent
0,1.0 ,                       i tried  moved it to three different locations in my house and tested it longer than the allowable window for returns  unfortunately  it was definitely easy to set up  but as soon as i set it up each time my kids were yelling at me about lagging zoom classes and video games  and i found my phone burning through data because it couldn t find wifi in my own house  maybe it was just a dud  but i m giving up and looking elsewhere      
1,5.0 ,                       extending my wifi from my room on the corner of my house to my living room on the entirely other side of my house  i have a great connection even in my driveway or when downstairs in the garage to search how tos or listen to music  great repeater and would recommend it to all     
2,3.0 ,                       the connection drops a lot  i would recommend looking for a different brand     
3,2.0 ,                       the set up of the route extender was not that bad  was aggravates me about this item is that it knocks my imac totally off the router signal  my laptop is getting a signal but it is not any better than before  my roku keeps requesting a wifi log in when i use it  as soon as i unplug this router extender  everything is working just fine with the exception of the slow internet speed  the reason that i purchased the extender   i thought it was my imagination  i plugged it in and got it to sync with my router just fine  but the same issues occurred again  returning it   i work from home and am an online student  i don t have time to play around with this struggle      
4,1.0 ,                       this extender was okay for what we were using it for which was extending our wi fi from one room to another  we were having trouble with the built in router on the cable modem reaching our living room which is only about    feet from the router to the computer  we purchased this extender so that we could get a better signal  it worked satisfactory for about   months  now our computers are telling us that the extender is using an older security standard that might not be secure and won t allow the computer to connect  the original router still works and we can connect to it but not the extender  we expected the extender to last more than a few months      
5,4.0 ,                       works fine once you get it in the right place      
6,5.0 ,                       i m retired and one hobby i have is online poker   the problem i have is that often i was shown to have a poor signal and then dropped during the game   i have only had this for   days but i have yet to be dropped or even once had a poor signal   that is amazing to me   this was not an expensive unit but it did have good reviews   i didn t have much faith that it would work but i was wrong   i m not tech savvy either but all i had to do was press the button on top of the modem and then the one on the unit   i m old and a skeptic but either this is the best thing that i have bought in awhile or it is one heck of a coincidence      
7,1.0 ,                       this made the wi fi i had worst   i followed all the directions  then i connected to the  wi fi clone  the internet speed this wi fi clone had was super slow  it loaded a few videos but not without a agonising wait  the hole process of buying it  getting it  then testing it  then finally returning it just felt like a huge waste of time keep in mind i had a ethernet cable connected to it  and both lights were blue  it had direct wi fi yet it still failed  big thumbs down from me      
8,1.0 ,                       didn t work   was missing a part or something     
9,1.0 ,                       it kept shutting my router off     
10,5.0 ,                       i am thoroughly impressed with this wifi extender  i ve used extenders in the past with success but this one takes the cake  i wanted to stick with tp link since i have an acher c    x router already  we moved into a new house with a large detached garage roughly    yards away from the house  the router is in the center of the house and i have plenty of coverage  but i have spotty    ghz coverage out in the garage i bought this extender because it was tp link and to help extend my     signal  it worked better than imagined     it was super easy to setup  i used the tether app and it basically sync my c    x and the extender    clicks and it was done     i actually placed the extender on the back wall of the garage as a test  the extender picked up an excellent    ghz signal  how    idk  but it does  so i left it there  i normally place an extender between the location and the router  but in this case i put the extender at least    yards away from the router in a totally different building and the extender got an excellent signal     the tether app is extremely useful  you can use it to test the location of the extender  so basically it will run a signal quality test between the extender and the router  you can also manage the devices connected got the extender and a host of other tools and resources i m very please with this extender  i get    mbps which way too much for my needs  all i really needed it for was to run my roku in the garage lol  well my roku hasn t buffered since i installed that extender pro tip   clone the name of your    ghz ssid  that way you devices will seamlessly float between your main router and extender without you having to reconnect your devices to the extender when in range      
11,1.0 ,                       i purchased this extender so my whole house would have wifi  it worked perfectly fine while we had frontier communications  but frontier was a horrible communication company  my tv only worked    days out of    and waited    days between techs trying to figure out why it kept dropping my signal  so i changed cable company and my husband has been trying for two days to get the extender to connect to the new company  he has been on the phone with a tech that wanted to sell him a product  he s been the company website chatting with a tech  and it s still not working  i would really like a refund and be able to purchase some other product      
