,CommentsStars,CommentsContent
0,5.0,                       fits wells good material a little worse for wear in that i work in a more heavy duty environment and the everyday riff raff has torn a small hole in the abdomen area like my other shirts  which is why i ordered these   in much less time  these would be good shirts for everyday wear as opposed to heavier environments like sports and work  they re cheap  fit well and are made of a nice material  i d buy them again for sure      
1,4.0,                       i ordered black and gray shirts  when it got delivered it was red and black  my bf likes the brand and everything  but it s was such a hassle to return for the right color  so we decided to keep it      
2,5.0,                       perfect undershirts for the money  if you re like me  i always wear an undershirt  it s just more comfortable that way  i wanted to replace my large aging collection with some new crisp white tshirts   being able to buy    at a time  i bought a total of     to replace them all sure made my wife happy  they fit well    i did buy xxl so with a little shirking in the dryer  they re a perfect xl fit  the quality and construction is on par with hanes or any others i ve had before   they seem thick enough to even wear on their own too      
3,4.0,                       i ordered this pack of shirts for my boyfriend as a christmas present  he loved the quality and the basic colors but the shirts ended up being a little smaller than expected so i had to return and order a larger size  i would recommend ordering a size larger than normal but other than that they are wonderful quality and are amazing everyday basic options      
4,5.0,                       it s a white t shirt  it fit s well and didn t shrink a lot on the first wash  so far a good buy  from my days as a purchasing assistant i remember gildan as being a good company that makes quality products  especially shirts  which is why i chose these shirts over the others      
5,5.0,                       i saw a good deal on a   pack of these shirts so i went ahead and pulled the trigger  i prefer men s cut shirts because they normally cover everything i like covered and was hoping these would still do that for me although i couldn t try them beforehand   i ve worn two of the shirts so far and they are excellent quality  they don t feel scratchy at all straight out of the pack  they do definitely cover what i need them to and they are in a color scheme i prefer to wear  dark colors   they would have fit perfectly had i not gained some extra weight during this quarantine period  but aside from that these shirts meet all expectations      
6,5.0,                       my dad loves these  never thought it d be possible to be obsessed with t shirt lol but he really is obsessed  he loves the material and it doesn t shrink  thank goodness    extremely soft  no fuzzies      
7,3.0,                       hard to complain about shirts this cheap  they get the job done  colors are as represented  dark saturated with no bleeding in wash however a few issues     the stitching is not great  one of the five has a few areas of stitching hanging loose and incomplete  the rest seemed fine      the sleeves are way too wide  for my taste i suppose   a bit short and almost flared out     if you are under    and can do a     lb bicep curl with each arm  then the medium probably will fit nicely as an undershirt  it s a solid buy  just donate the one or two with bad stitching  and don t worry about the aesthetics  if you want to wear it on its own  i would probably look elsewhere      
8,5.0,                       golden work shirts are typically a better fit  for whatever reason the sleeves on these were a little shorter than usual  maybe it s how i washed them  overall good fit  i prefer a little looser fit but these worked out well  i m not a fan of the super fitted so this is the perfect compromise  for size reference i m short     and about    lbs  muscular build      
9,2.0,                       i was unimpressed  even a bit disappointed the ts are lightweight and thin  the neck seemed to stretch out as the day went on  while i didn t return them i will not be buying more  i thought from the positive reviews they would be of better quality than the f of the l type t shirt  they aren t any better but about the same and that isn t good enough      
