,CommentsStars,CommentsContent
0,5.0,                       the phone came in perfect condition and first i was really hesitating on buying this phone and as soon as the package came i ripped it open in the phone looked amazing the battery life is at     but i don t mind there wasn t a single scratch on the front and back of the phone if you re looking to buy a refurbished iphone     gb model this is the perfect phone for you        
1,1.0,                       the imei number for the phone is blocked  meaning the phone is not unlocked and was either lost  stolen or unpaid bill   what a waste of time and energy waiting on this phone for nothing      
2,1.0,                       i had this phone for about a month before it just turned off and wouldn t turn on past the apple logo  i took it to the apple store and they told me that it had hardware issues  i hadn t dropped it or bumped it on anything  i had a heavy duty case and screen protector  this phone was sold to me in this condition and i ended up trading in the   for store credit and forking over more money for a new phone  i do not recommend buying a refurbished phone from this vendor      
3,1.0,                       do not waist your money  phone came with a scratch on the screen  phone will not load any pictures on facebook  i have to use a laptop if i want to go on facebook  my old iphone   with a smashed screen works better then this pos  thanks for a waste of time and money  going to send it back   even tried going on the internet facebook instead of the app and still nothing will load  iphone   works better then this  really aggravating      
4,5.0,                       the phone arrived in really good shape  no scratches or damage  battery life is a bit low but to be expected  bought it for my kids first phone and so far works well      
5,5.0,                       bought this iphone renewed because i only use it as phone  and a little browsing  directions when traveling   use my mini ipad more because my eye sight is not what it use to be  iphone is hard to read sometimes   anyway  this was a good fit and buy for the amount of use that i do   did not see spending hundreds  even thousands of dollars for a phone i only use occasionally   so far i have not had any issues with it due to being a used iphone      
6,5.0,                       my iphone   took a swim and i didn t want to             for a new phone   this phone works great  i just transferred my at t sim card and updated via icloud   the iphone   and above are  waterproof    it s the same size as the iphone        
7,5.0,                       so i was verrrryyyyy nervous to buy this as i saw all the bad reviews  i m happy to say the phones in pretty great shape and work well  we ve had for about a week and have had no issues      
8,5.0,                       i buy all refurb i phones they all have held up for   years or more  they usually fail for getting wet or outdated  this company always places a glass screen saver on their refurbs which is a nice touch  i am replacing last iphone i got from them now because i need a larger memory with all i keep adding  my daughter just bought a phone from https   www amazon com sp  encoding utf  asin  isamazonfulfilled   iscba  marketplaceid atvpdkikx der orderid                     seller a  vhtd  s g c tab  vasstoreid   very pleased with amazon and vendor sell renewed iphones well worth it     
9,5.0,                    el sistema operativo bien el porcentaje de la bateria     porq esta bien para el costo del equipo poco desgaste        
10,1.0,                       not happy  brought this for my daughter    birthday and been having problems since then smh now i have to send it back   not happy at all   please be careful ordering     
11,5.0,                       i got the phone on time and was happy to find that the phone was almost brand new  i was skeptical because i had previously purchased a refurbished iphone   from buyspry which turned out to be the model of the phone meant to be used in japan  making it unable to mute the camera shutter noise  by the time i realized that was the issue  the return window had closed  anyway  it seems like one of the best deals for an iphone        
12,1.0,                       as soon as i took this phone out of the box the home button did not work   i tried everything to get it to but eventually gave up and returned it   i was very disappointed      
13,5.0,                       great service  fast response from seller  phone is great quality looks new no issues at all      
14,1.0,                       the phone was working fine   one day was just showing no service for no reason   contacted my carrier   changed the sim card   rest network settings basically nothing worked  i scheduled an appointment with apple   they said it was a hardware problem   there is this program for iphone   with no service problem  they would fix the phone for free   but after they ran a diagnostic in my phone   they said my phone does not qualify for a free repair because it s a refurbished phone   very disappointed i paid      for this phone now it s useless      
15,4.0,                       this phone works great  as a matter of fact i m writing this review on that phone  buttons work great as well as siri and screen recording and camera much more i m so glad i made this purchase  the only thing i was disappointed about is this phone dose not come original box nor with a sim card  not as disappointed as i was now because i have straight talk and the sim cards for this phone i m straight talk is only       at walmart  this phone is definitely worth my hard earned money        
16,5.0,                       so  it is not new out of the box and not the current model however  it provides all the features  looks  and manic a iphone holds mine phone looked brand new without any blemishes  it arrived on time  the price was at the range i was looking to pay  battery life is holding the charge like a new phone  x     
17,5.0,                       i have used my phone for over   months now and really like it   especially compared to the newer ones and their high price      
18,2.0,                       i ordered a verizon phone and got an at t phone  the phone was in perfect condition except for one tiny scratch in the screen  it came with a charger and cord as well as the metal pic to get the sim card out  so all in all  it was a nice phone but i needed one for verizon so i had to send it back  they did approve my return so that s good news for anyone who may need to return theirs like i had to do      
19,5.0,                       i bought this for my daughter after he phone quit working that we purchased from at t and was still paying for   we had absolutely no problem connecting this phone to at t has worked great   we did not purchase the warranty because it cost the same as the phone  so why buy a warranty i may not use and can just buy another phone  the phone is still working with no problems after a year      
20,1.0,                       phone worked good when first arrived  about    days into use the battery health plummeted and after    days  the phones microphone and speaker wouldnt work  my son could only use the phone to text  he couldnt hear anyone and they couldnt hear him  we are returning for a full refund  i believe it is luck of the draw  im sure some are just fine      
21,1.0,                       although claimed to be as good as new  shortly after the    day warrant  the phone s sim carder reader was not working  it cannot connect to service and as such unusable as a phone   basically i spent over      for a phone that lasted barely   months   i contacted the seller and they were not willing to help me   amazon offered product support  but i had already gone to the apple store and was told that it was a       repair   i am very dissapointed     
22,2.0,                       product worked great for three weeks and then would completely shut down multiple times a day  we could not get it to turn back on unless we held the power button and volume down button together  ended up sending it back  the phone did come in condition with an applecharger and sim card tool      
23,5.0,                       i ll give this a   star because so far  so good  and loving it    i had previously put  fair  in a feedback to the seller  simply because i hadn t had time to check it out or look at it for over a week after i had received it  i wasn t used to using an iphone  but was used to using my android   it seems there s however many advantages to having an iphone and having     gb is going to help me out a lot  as it seems i was always having to deal with space shortage on my  gb android  in terms of having to delete and reinstall apps in order to install other apps   and on my android  i was unable to figure out how to make full use of the sd card  so even though i had an sd card installed  i was always running out of space when there was maybe plenty of room left on the sd card   with the    gb  hopefully i won t have to even consider placing an sd card in the iphone   it appears that i received a good iphone sent to me     thank goodness    i ve only looked it over and checked it out as of last night and the person at my network service only looked at it briefly and told me it was a good one  and from all appearances in the short amount of time i ve checked it out  it appears to be a good one    hopefully i won t need to do any updates to the   star i ve given it   hopefully my experience with it remains positive   thank you for taking such care to make sure it was in good shape before sending it    i guess i was a bit worried after i had read different negative reviews  but i also read different positive reviews   i read the reviews after i had sent for the iphone   maybe it s good that i didn t see the negative reviews before sending for it because i might have hesitated and maybe i wouldn t have sent for it   but i m glad i sent for it  as it appears to be a good one    thank you      
24,1.0,                       phone came it looked perfect turned it on and put my sim card in and it would show verizon for a minute then go away so i went to the store and they said i had to go to apple    so i went to apple they said they are not sure what s wrong with the phone that it could be the battery but it might not be but it would cost me money   so i had to send the phone back i was pissed because this was a hassle to do all this   but i was refunded a few days later overall terrible       
25,5.0,                       this phone came in and really was like a refurbished phone  it was like new  no dents  dings or scratches and ran perfectly  it seemed like it came from the factory      
26,4.0,                       wonderful purchase thus far    my daughter loves her phone and so do we   we waited a long time to buy a quality phone   i m glad it paid off      
27,5.0,                       this used iphone   looks completely new  it is in perfect condition  came with a charger cord  and even had a screen protector on it  great product  don t doubt it      
28,2.0,                       the phone looks new and there s no scratches unlike other people comment but the thing is that when i charge the phone it s getting hot and the battery don t last  i just used it for like       mins and it s already half of the battery life and it s getting hotter and hotter when you used it  i returned it anyways coz i m afraid that the phone might explode while i used it or i charge it  i m soooo disappointed coz this is my first iphone and also this is the first time i ordered through online  lesson learned but its a great experience though  i hope this will help those people who s thinking of buying a refurbished phone  my advise is that always rethink coz not everyone is lucky to get a good phone like the other says in the comment      
29,2.0,                       overall phone looks new and works fine  the upsetting part is the battery was at the very minimum advertised     after   weeks the alarm goes off to replace the battery   i just spent     dollars to have a new one installed this was a gift and boy did i look cheap when i had to explain the refurbished purchase condition so pay attention to the small details        
30,1.0,                       very sad to have to return this phone  i really wanted it but it doesn t keep service  apple has an issue with these iphone  s from china and will usually fix them for free but because it s refurbished they won t fix it  had to return it  seeing if i can get a new one from the seller that works  if not i will be getting my money back  was so excited about this phone  now back to my old cracked screen iphone for now  super sad  don t buy the   refurbished it s a head ache lesson learned     
31,5.0,                       wonderful phone  like new  i would purchase another device if needed     
32,5.0,                       first of all  activating this phone has been a long arduous process but is not the fault of the seller i lost my cell phone  so i didn t have a sim card to transfer   i bought this phone along with the sim card from amazon   i then took the phone to my verizon provider  not an actual verizon store  with the sim card inside   i told them i needed the card activated   they told me the phone is not a verizon phone and they could  not activate it   when i got home i noted at the top that it said verizon and had full bars plus internet   after calling verizon they reiterated that it was not a verizon phone by the imei number   i proceeded to put in a complaint to the seller  who promptly called me   he told me that the sim card has to be activated and the phone will work and promised to make good on my purchase   he told me to call verizon again and ask to have the sim card activated and to call him back with my results   viola    a very helpful agent at verizon activated the card and the phone immediately was activated   so    if your verizon carrier says your phone won t work  they may be wrong   i am very happy with the phone and the service provided by the seller      
33,5.0,                       just got this  upgraded from an i phone  s   don t do much on this phone  mainly got newer phone for it s larger ios  than the    so far  very happy  a little bigger  but much thinner than the  s  also  extremely happy with seller   solved a simple problem very fast      
34,5.0,                       i was skeptical   returned the first try  which was for wrong network   they were cooperative    nd try   darn good phone      
35,5.0,                       the phone looks professionally packaged and the battery life according to ios    is        look at the description before you buy though   some how i thought it said cdma but it did not   working with tracfone att sim so far but would have preferred verizon      
36,1.0,                       everything is so bad about this phone i should just have believed in the reviews because i tried contacting the seller and up to date they never answered my my email  so you will wake up one morning and the phone is as hood as new but the next minute it s just like nothing  the screen is good the camera ain t bad either but now the mouth piece and ear peace are the problem coz at times you won t hear not even a single word the other caller is saying and the complain the same too  the touch some times will just freeze  you can t use the phone with a phone case coz if you do you will ruin all your communications     
37,1.0,                       this phone is horrible and the company is as well  they will not allow returns unless you walk through a thousand steps  phone only works a few times a day constantly saying no service  service works for everyone else in the household so we k ow it has nothing to do with our phone company  be careful when buying through this company they will not help or assist in any way  you want to lose your money buy a phone through these guys      
38,1.0,                       i took this phone to verizon and the apple store and neither one of them could activate this phone  it was listed as fully unlocked  the original carrier was at t  it was a waste of time and money  i traded in at the apple store  i needed a phone not a way to waste a day   i will never by another phone this way again  this is a reflection towards the third party supremedealscr com not amazon      
39,4.0,                       iphone works just fine and looks great and with      and a little time will have a very good phone  with a new battery      
40,1.0,                       sent me a verizon unlocked phone and when i called verizon to get activated i was told the phone was reported stolen and lost very disappointed      i want my money back      
41,5.0,                       phone is awesome  when you re on a call the volume is low could barely hear  so we switch to speaker  but over all the phone is great ot looks great no other problems i will be buying again in the very near future      
42,1.0,                       product not as described  was not unlocked   after calling customer service they stated if your not buying from a computer you won t get the full details  who uses a computer these days   so they sell half detailed products on amazon mobile sending out wrong products to customers   don t buy      
43,2.0,                       phone was in great shape   however  the battery kept draining very quickly   i do not run videos or surf the internet and deleted everything i could that showed it used much battery life   even though the health of the battery screen would show max capacity of      after one or two short phone calls  the battery would drain quickly by almost     on the spot many times   i called the seller within my   month phone warranty period to explain i had a bad battery and had done all i could to make it work   they said the battery isn t covered under the phone warranty and that i should buy a new battery   after explaining it came with a battery that drains quickly the seller said they would give my a      courtesy refund    i found out that new batteries cost     installed   they said the max they would give me was     but to this day  i have not received anything   i scheduled and took it to an apple store and paid the     myself   beware  these phones from this seller can come with a bad battery and you are basically on your own to schedule a replacement and pay for it   i had already paid verizon to change my old iphone to this one so sending the whole phone back in for a replacement or refund would mean i would have had to reschedule verizon and pay them again to change phone information   easier for me to have apple put in a new battery   what an amazing amount of scheduling and time wasted      
44,5.0,                       i was a bit skeptical after reading reviews that other consumers had trouble activating with sprint  when looking at the options i made sure to choose the cdma option  i was able to activate with sprint within a few minutes  working well so far  will update within a few months  the business i purchased from also provided a  yr warranty which is amazing      
45,1.0,                       i waited    days for the item to arrive  then it was a recalled phone and i was unable to activate it  seller pretty much said oh well send it back and you ll get a refund  i got an email that my refund is processed but the actual funds are not back yet  i ended up ordering elsewhere and i received my phone much quicker and it costed the same amount of money and it s a brand new phone  i would avoid buying from them if possible  the price seemed right but the item was worthless      
46,5.0,                       i ordered a rose gold iphone      gb refurbished  it works perfectly and came exactly as expected  the phone also comes with a very short charger      
47,3.0,                       only needed this phone to use a specific app that neither my basic android nor my galaxy could handle for some reason  the price made it worth it for the brief amount of time i needed said app     days   otherwise i would have spent   or   times as much on a decent newer model samsung  but beyond that and the storage space  iphones are horrible devices  nothing against apple  love my macbook pro   the love for them is indefensible  and only npcs would even try      
48,5.0,                       it s not been over three months like some of the other reviews said it does at  but it has been about three weeks and it s been absolutely perfect  i was scriptural seeing the reviews but i have no complaints at all no scratches or scuffs  camera is lovely  i even got it in service  perfect      
49,5.0,                       phone is in excellent condition  was able to activate on my carrier without issue  battery health is at     of maximum capacity which is excellent for a used phone   will definitely look to purchase again if i ever need another phone      
50,1.0,                       i recently bought this phone and when i recieved it the battery was significantly degraded  it dies fast  you would think after spending this kind of money on a used   renewed   phone you would at least get a good battery  definately not worth the price or hassle      
51,1.0,                       won t charge turn on i ve tried   different plugs and cables that clearly work with other phones i ve tried forcing a reboot holding down the right and bottom left buttons i ve tried looking in the charging port  no obvious issue  and blowing air in the phone just in case nothing worksneed to return this and can not recommend     
52,1.0,                       this item is not what i expected  i really expected a better item cos the phone was written as  new  but few days after receiving the item the screen started acting up  the screen isn t showing well it looks like the phone was broken and then fixed again using a different screen which is not the original screen of the phone  i need my money back but how will it be possible because our country is in lockdown and there are no international shipment allowed i can t even return this bloody broken phone  i am not happy at all by amazon  i am from south africa and i thought amazon is the best well it just proved me wrong      
53,5.0,                       my   year old lost his iphone and i gave up trying to locate it   looked into various ways to replace it and settled on purchasing an unlocked one online  a walmart clerk recommended going online    i was a bit hesitant to do so  but i did   the phone arrived complete with a cord and adapter along with instructions on what to do to activate the phone   proceeded to the at t store to get a new sim card again absolutely no issues   phone works great  battery life is fine  no issues with either screen or speaker  thus far    i chose the   due to apple s tendency to not push software to older phone models   this vendor shipped in a timely manner  well packaged   would not hesitate to purchase again from them   i gave four stars for battery life as i am not  the one monitoring how it s retaining the charge no issues thus far      
54,1.0,                       this phone does not keeps an battery percentage    i ll just put it on the charge n i take it off for at least   minutes and it s back on    i ve contacted the seller and have not gotten a reply at all and i will not stop writing negative comments until i receive a refund and a reply back from the seller    so unprofessional     
55,1.0,                       i ve had problems with the phone from the start   no service  which would be remedied by turning the phone off on  but now that fix isn t working   calls are dropped and the phone restarts itself out of the blue   i emailed the seller for help but never received a response   i called once in the beginning but didn t have my order number handy to get the help i needed  but someone did answer   i can t really call back because of this phone issue  and even unable to make wifi calls    beware of the iphone   model a       these have known issues and you might end up with one that isn t fixed  which requires taking it to an apple store      
56,5.0,              your browser does not support html  video                          pretty skeptical to buy this since so many people have had bad luck  however  i have had great luck setting this up  i did run into one small problem trying to update so i canceled out and just hit all the options that allowed me to do it manually  after that  it was a breeze  i provided a video because the quality and everything is working really well  also  this was a phone for t mobile  i thought the packaging was basic for the phone and they crammed it into my mailbox  so i think they should package better  overall really happy tho   d     
57,5.0,                       just the thing for a prepaid verizon account   easy set up and the charging cable and usb adaptor are included in package     
58,2.0,                       this is just like a new phone  took my son about    minutes to transfer everything and get it set up update after having it a few months   the speakers don t work  along with several other glitches      
59,5.0,                       this phone was in great condition  there were minor scratches on the corners of the phone body  but they are pin sized  and nothing i am concerned about  it works perfectly on a verizon plan  i am very satisfied with this purchase  and i would buy again from buyspry  the only thing i would make sure of is that you select the right model of phone  with my first purchase  i accidentally got a gsm phone and spent a lot of time trying to figure out how to make it work with verizon  and eventually i realized it wouldn t  it was my mistake getting the wrong phone  i did not read the product description carefully  it was returned easily  the customer service was helpful      
60,5.0,                       i am so impressed   i was a little nervous because the bad reviews were really bad and i didn t want just throw away       buuttttt amazing  it was unlocked as advertised and i was easily able to set it up with metropcs  the phone looks brand new  it was fully charged and works great  my only complaint is that the home button because i have to press down a little harder then i did my old iphone but its not a big deal  i m very satisfied        
61,4.0,                       at first i was skeptical of purchasing this phone  but i ve been using it since august and i am fairly satisfied  it functions well and nothing seems to be out of place  the only thing i ve noticed that bugs me is that  since the phone is from japan i m guessing  the camera silencing is disabled permanently  so if i take a picture that s not live  it makes the loud shuttering noise  i looked it up and there s nothing i can do about it apparently  this is kinda annoying  but i can live with it      
62,5.0,                       perfect condition  arrived    days early  we switched from an android to an iphone on a prepaid verizon account  it is cdma compatible  the phone was up and running in    minutes  everything transferred wonderfully  bought this phone for my teenager who is a heavy phone user and has not found one problem  overall i am very impressed with this phone and would recommend  battery life is still good      
63,1.0,                       i liked the time frame in which i got the phone  although i didn t get to use it  what i didn t like was as soon as i turned it on it would not update   no matter what i did  so i called apple and ended up sending it to them to work on it and turns out that it was broken from the start  at first they said the screen was cracked and or damaged and i called and said no it wasn t it just had a dent it he back and a scratch on the back they in return had already marked down the original problem and it turns out that the phones board the inside of it was damaged to a point where it had to be replaced and i would have been charged a total of        dollars just to get it replaced  in which i said no thank you i ll be sending it back and i ll spend my money else where  which i did and went to apple and got the new iphone    for        not to bad      
64,5.0,                       my phone looked new in every way when it arrived   my battery may have been replaced  but i m guessing about that based on the item description here which makes batteries sound like they are typically worn   when i look at the capacity health in settings  it reads as        easily transferred my sim card and connected to sprint   so glad i spent      and not         very happy to get the model with    gb memory at this price point   will update review if i have issues      
65,1.0,                       gave it to my dad after checking it for about an month  worked good for about   months and then suddenly stopped working  when gave it to a repair men  found out that the parts inside  screen  are original  never gonna buy from this seller again      
66,1.0,                       this phone had a false front screen protector that was not part of the seven i phone  it came of when i put a rubber case around it     
