,CommentsStars,CommentsContent
0,4.0,                       reviews were correct that it not always connects devices at once  but just have to turn off and back on and usually resets signal  i bought a power supply to use and works good so far      
1,5.0,                       no complaints   it does it s job perfectly      
2,5.0,                       great little gizmo for all the extra usb devices that i have      
3,5.0,                       i went bought and return several other usb powered hubs  all had power or stability issues       
4,5.0,                       this usb hub is great has more than enough ports     
5,5.0,                       works great for its intended purpose  expansion of the number of usb connections      
6,5.0,                       usb     speeds to all ports  but not at the same time  which should be expected    i like the fact i can switch unused ports off when not in use  and make it so usb     connections to my pc are easy to reach and plug into   would buy this again if i needed another one      
7,5.0,                       like many i have several thumb drives  in the past when i needed one i would root through  root my collection   now my most used thumb drives are easy to access  i have used other hubs for years  they were all or nothing  i e   all the thumb drives would show up on my screen  contributing to the mess  i currently have five thumb drives in the hub  none show up until i punch the  on off  button  no fuss  no mess  just access at the push of a button      
8,3.0,                       did not come with a power adapter  so you can t really use it for charging  i work at an electronics manufacturer  so i got an adapter that should have been compatible  but the device cuts out when it s powered  i use it to power external drives in their own powered bays  so it doesn t really matter  but it would have been nice to have been able to charge other devices off of it      
9,5.0,                       it s great and does the job completely      
10,5.0,                       works as advertised     
11,5.0,                       arrived on time  simple to use  filled all seven slots and it works as advertised      
12,5.0,                       practical  easy to use and well designed      
13,5.0,                       works exactly how it s intended to  haven t had any issues      
14,5.0,                       good size with plenty of spacing for big fingers  blue lights are bright  so we had to figure a way to set it up out of line of sight  seems to work well with everything  it works      
15,5.0,                       this was a replacement for a very old hub  this has more useful sockets  i like that you can turn each on or off as you need      
16,5.0,                       the best thing about this hub is the cord length   i bought it because i needed a hub to get from my computer under my desk and be able to plug in thumbdrives and usb drives without having to climb under the desk   most other hubs are    cord tops  but this one is long enough that the hub sits nicely under my monitor     
17,5.0,                       i love this because i had so many extra ports and did not have to have them  hot  i could leave the usb in and just turn the switch off great product    recommend to anyone who is interested     
18,5.0,                       very happy     
19,5.0,                       working from home and works great for all i have to use     
20,5.0,                       the appearance is exquisite  i like it very much  and the price is also very satisfactory  after i received this hub  i really felt that the quality was very good and it was very convenient to use  i highly recommend this hub      
21,1.0,                       this thing doesn t work  it keeps shorting out  and all i have plugged in are two cords   one for an android phone and the other an apple phone   i keep losing power when i use this thing verses receiving a charge      
22,5.0,                       i didn t want a hub that needed an ac plug   with this unit  you just plug into a usb port and you re ready i ve had it a week and it works great   i can take seven usb connections   you can turn any of these on or off   indicated by bright blue light when on i  would recommend this affordable unit      
23,5.0,                       i needed a usb hub  this is one  i purchased it  it works i really was impressed at how well it handles power from a regular usb port good e nuff      
24,3.0,                       returned   cord too short     
25,1.0,                       this hardly ever works   worst charge my iphone or watch     
26,5.0,                       i had a      memory sticks to program at work  i bought   of these and   usb     from another company these worked great  i didn t have connection problems at all  the usb     on the other hand  had multiple connection problems  the     connectors were not tight  thus making poor connections these     connectors were nice and tight and made solid connections      
27,1.0,                       multiple port failures in less than   months  won t recognize my portable hd drive anymore   threw it in the trash where it belongs  maybe you ll get lucky and won t get a lemon  like i did  money wasted on this  unfortunate  since the reviews were good      
28,5.0,                       i love this product it s small enough to hide on the bottom of my desk without it being seen  also love the on and off switches on the product makes it easier for me to turn stuff off that i don t want to be on  very well put together product and would highly recommend if you are looking for a usb extender  was a little nervous about mouse and keyboard lagging with   different things plugged into the same usb port on the computer but it works really well and it hasn t given me any problem       recommend again if you are looking for a well put together usb extender      
29,5.0,                       excellent quality hub very well built and durable  i have gone through hubs but this is by far the best hub i have ever used   highly recommend this vendor s products     
30,4.0,                       it works  the buttons are a little cheap and kinda feel like they might fall out  if i m being picky  but it s a pretty cheap product  it works well and doesn t heat up  i have all usb outlets used for my wfh setup  i don t use it for data transfer  just my mouse  keyboard  led light strips  web cam and a few monitors      
