,CommentsStars,CommentsContent
0,5.0,                       needed a few free quickly  fit was pretty good  no problems      
1,5.0,                       i ordered two t shirts  different colors  they re beefy  not the thin fabric  the grey one was slightly large  i wear xl  tall  which is perfect  the chocolate colored one was identical but just fit  it s actually a little tight  but  they re      cotton  an undersight on my part  i should have gone with  xl to allow for shrinkage      
2,1.0,                       this shirt came with a pocket and does not work for the screen printing as intended  the photographed item did not have a pocket  will have to rush order from another company      
3,5.0,                       perfect softness  comfortable  nice fit      
4,2.0,                       initially i liked this shirt right out of the packaging  one wash later  it shrank a lot and looked really worn  i wanted as a simple outter t shirt  if you decide to take a chance on it as an undershirt  make sure you get one size up      
5,5.0,                       i bought these as a gift for an adult grandson  he s    thin but muscular with a small waist  he s very long waisted and i m always worried any shirt i buy will be too short  these are form fitting but not tight and long enough to go below the navel  he loves them so i m get him a few more soon      
6,5.0,                       great t shirt  great color and great fit  this t shirt is the  beefy  type and is a little heavier      
7,5.0,                       i ordered these in      for christmas gifts for my husband  he loves them   my recent order is for a friend who needed t shirts and he loves them  so what can i say       guarantee just an fyi  my sizing is based on a looser fit t shirt since both my husband and friend like theirs a bit loose      
8,1.0,                       i ve bought several hanes  beefy  t shirts in the past but this one is definitely fishy   the tag an logos are all different  much more simple  and not printed on the shirt   it came with two actual old style tags   the stitching is definitely different from the pictures and not as reinforced as the real thing   the material is close to the same thickness but this is not what i expected   see the attached pic      
9,2.0,                       color on this product is nowhere near the smoke gray color that you receive from hanes or other vendors   this appears to be some sort of second product  the fit is decent but if you re expecting the dark smoke gray  you ll be disappointed  this one is more of a steel gray  i would avoid and look for this product from other sellers      
10,5.0,                       bought this to match our christmas pj s  fits as expected  thick and durable      
11,5.0,                       this shirt fits exact size and the length is just below the belt line  not too short  not too long      
12,3.0,                       i love me some beefy ts so when i saw them on here i decided to pick up a couple in smoke gray color size l   after a single wash i feel like they lost about  inches in length   not sure what s up with the sizing as i always wear a size l    as others have suggested on here i d advise going  size up from your normal size   i m going to order an xl and see if i can get more length that way   btw i m not super tall   about      and the l was short      
13,1.0,                       bought two shirts and same exact problem with both  first wear and there was already a hold in one of the armpits  i sew so i was able to correct the issue but after it was washed again the other armpit seem split  the shirt was worn both times for less than an hour  the quality is shotty at best and seem to be shirts that didn t pass hanes inspection and should have been pitched into the trash  disappointed would be an understatement      
14,1.0,                       looks like quality control problems with the country of origin   the smoke grey is coming from ethiopia so be forewarned   i also bought the deep forest color recently and there s no comparison   substantially thicker and from a different country      
15,3.0,                       this is a fitted shirt  i m       slim with broad shoulders  the shirt is a bit tight across the shoulders  it is slightly tapered at the waist  and cut long  if you like to tuck in your t shirt it s good for that  as long as yer not much taller than me construction and material is very good quality  in hot humid  sweaty  weather  the cut s a bit too clingy  even for a slimster like me      
16,1.0,                       first day i wore one the stitching on the left sleeve unravelled and the hem came undone  i order a lot of these and this is the first time this has happened  yuk      
17,3.0,                       after i washed this shirt  it shrank about one size  nice shirt  butit should not shrink     
18,5.0,                       wear to work shirt  thicker so helps absorb sweat      
19,4.0,                       i ve been on the hunt for a good comfy fitting tall shirt  i am only      and    lbs   ordered the  xlt and the length is perfect  i love the extra length in a tall shirt but the  xl part is just not beefy enough for me and feels some what tight  i wear  xlt in other brands so it seems these are made for tall slender cut folks and not for us with a little bit of a gut   the search continues     
