,CommentsStars,CommentsContent
0,5.0,                       matte black looks great     
1,1.0,                       garbage  its defective and disconnects from the xbox every    seconds      
2,5.0,                       grandsons love them     
3,4.0,                       doesn t work with fosmon dual controller charger      
4,2.0,                       disconnects and reconnects very often despite the controller being within   feet direct line of sight from console      
5,5.0,                       awesome control  it includes    days free ultimate game pass   works with different cellphones and my mac      
6,1.0,                       i thought they fixed the triggers getting stuck down  nope     days and suddenly my right trigger is getting stuck  this is the quickest yet  unreal      
7,4.0,                       works fine only issue is you can t put one of the rechargable battery packs on it  doesn t fit so you ll have to always use double as with these     
8,1.0,                       i bought this to replace the controller that my roommate broke  i was happy with it for all of    minutes  i love the texturing  on this controller  it feels great in your hand  i also like the screenshot button now for the downside  it constantly disconnects while playing  i know it isn t something weird with my system as my other controller is doing just fine  also  it runs on batteries  there s no rechargeable pack  it can t even fit the rechargeable packs from my other controller because the shape of the controller is different  i expected more for paying like     more than my previous controller i ll be returning this      
9,3.0,                       main reason i m giving it   stars is it doesn t always pair and you need a usb c rather than a micro usb to plug it in     
10,3.0,                       i am a pc gamer and purchased this controller to play genshin impact  this is primarily due to poor support for the switch pro and dualsense   controllers  that being said  this controller does what it needs to do without the need for  rd party mapping software  and the rumble feature works fine that s basically it for all the positive aspects for this controller now for the cons  the buttons on this thing are uncomfortable and feels cheap  compared to sony and nintendo controllers  the travel distance for all the buttons  a b x y   d pad  are too far and feels cheap and plasticky  each button press generates an annoying and hollow plastic click  my thumb gets tired a lot quicker pressing the aforementioned buttons  if you own a sony or nintendo controller  do a side by side comparison and you ll see what i mean tl dr   great software support  horrendous build quality      
11,3.0,                       first thing i noticed right when i opened the box for this controller is that it s made in china  sad to say in the first two weeks of gameplay i ve noticed the joysticks already beginning to wobble  i imagine it ll get worse  i m sad because this controller feels so much better than the previous version  for context  i m not a pro or regular gamer  very casual on my part  and yet        
12,5.0,                       better than the standard xbox one controller that comes with the system  bought on sale      
13,1.0,                       will not stay connected via bluetooth or xbox wireless adapter  constantly disconnects  all drivers and firmware are up to date and it still happens      
14,5.0,                       best controller yet      
15,5.0,                       tis the real thing   works perfect      
16,5.0,                       exactly what i ordered  perfect condition      
17,4.0,                    the audio jack don t work  todo lo dem s funciona bien        
18,3.0,                       the design is sleek and smaller than the older models  however  it sucks at staying connected  randomly while playing the controller will disconnect for no reason whatsoever  nothing blocking or interfering with it which is unfortunate because it s rather expensive lol     
19,5.0,                       it worked perfectly and it s perfect for cod  red dead  and any other games where you might get into serious gun fights      
