,CommentsStars,CommentsContent
0,2.0 ,                       i replaced all my home smoke alarm batteries like always this new year and have had   die since  so   out of   have failed in a     month period so in conclusion these are turning out to be pretty bad batteries  about on part with the ultra cheap batteries from the dollar store or harbor frieght      
1,2.0 ,                        v batteries are larger than most  so may not fit in some devices   batteries are individually shrink wrapped  causing extra headache to open each package   batteries come with no guarantee against leakage causing damage to whatever they re installed in  unlike the guarantee provided by the duracell  etc       
2,1.0 ,                       i have a carvin electric bass guitar that has  like thousands of other instruments  an electronics module powered by two  v batteries  when my latest set of duracells began to fade  i popped in a couple of these and expected to be back in business  wrong  i got no sound at all  i did the  tongue test  to verify that the batteries were alive  yow    and double checked i d installed them properly  zilch  in desperation i put the old duracells back in  and they worked just fine i m an electronics engineer and this was a problem i had to find  on close examination  here s the only possibility i can come up with  the metal   and   terminals of the duracell battery project slightly farther from the battery s case than the amazon s do  apparently this allows them to reach the two contacts inside the bass  also  the amazon battery is a bit thicker than the duracell  but i don t think that s the source of the problem these would probably work fine in any application that has an actual battery clip that snaps onto the battery terminals  but for  drop in  installations  you d better verify that they work      
3,5.0 ,                       i really like the amazon basics products  so i decided to give these a try  they fit perfectly into my smoke detectors and they are the exact same size as the other brands with which i was replacing them  from prior experience with amazon basics  i knew that if they didn t fit  i would be able to return these pretty effortlessly because they re customer service is excellent  very satisfied with these batteries and will purchase amazon basics batteries in the future      
4,3.0 ,                       overall  a good value for this type of battery  one battery lost all power less than two weeks after installing  if the rest last longer than   years  they ll be as good or better than the expensive name brands  copper top and bunny   used in smoke detectors      
5,4.0 ,                       ok very important   these batteries are a great price and do work fine electrically   however  they are slightly larger than your typical better known brands   this means in some applications these batteries may not fit   since the price and other qualities are good  i would suggest buying the smallest package of them to test in all your needed applications to see if they work for you   they did fit in my wireless switches and volt meters   they were almost to tight for my smoke detectors and i had to push them in to the point where they are jammed     not the best but i got them in   in certain other devices they were maybe just a millimeter or two to long and i had to go to the local drugstore and buy some well known much more expensive brand   amazon  love the product  please address the size issue      
6,1.0 ,                       i don t write reviews very often  but felt compelled to call these batteries out  i am a big fan of amazon basics in general  so i thought i would give these a try to save money over name brands  used them for smoke detectors and keyless entry system  schlage   after only   months  had to replace each one    batteries in total  due to voltage drop down to less than     volts and devices no longer working  will try  nd tier name brand next time  don t waste your money on these      
7,2.0 ,                       i purchased these batteries to replace the batteries in the smoke detectors in my house   within a few months  one smoke detector is already chirping due to low battery   the return window has closed so i can t get a refund   i would not recommend this product   pay more and get better quality batteries instead edit  they all went bad later today  i called amazon and they refunded me  do not purchase these batteries  they are awful      
8,5.0 ,                       these alkaline batteries have worked as well and lasted as long as any brand i ve used beforeamazonbasics batteries always come packaged well in convenient storage boxes     
9,1.0 ,                       worst battery ever     i replaced a duracell battery in my garage door keypad that lasted for   years   in   months since i have now used   amazon batteries in the same keypad    it only gets used maybe   times a week  don t waste money on amazon batteries  if i could do zero stars that would be more appropriate     
