,CommentsStars,CommentsContent
0,1.0,                       i don t think this did any good  the wifi network is still the same  the led light turned red because is farther away from the wifi  i don t understand what purpose this serves  i wanted to place this in my bedroom which is away from the router  but the red light turns on  i don t have many power sockets in the apartment to be  halfway  from the router  fails to serve its purpose      down the drain  also  it is not that quick  it takes time to start  the network keeps dropping  turns red then green  and then red again pretty frequently  don t invest your money in this      
1,5.0,                       i got a wifi extender for my apple router  very easy to connect  you simply download the app and follow the instructions add the device on the app  set up in about   min  i got one since two rooms require internet  aesthetically  it looks great too which i like  i did a bit of research before buying an extender since i didn t know which one would work with my apple router  i just connected to the wifi i had already set up with router  seamless connection  i actually ended up buying a second for downstairs  i just added the device to the same app  make sure to get your phone close enough when u add it because the first time i did it  i still saw my first one but when i started over i was able to see the second extender  also i recommended renaming the second one when you save the new connection  connect the extender to your wifi with the wifi password  you ll see both on your app  happy with my purchase      
2,5.0,                       this was the easiest installation i ve ever encountered    and it works great    i used the wps method and had it operational in minutes   my provider is xfinty    i bought their   cube mesh extender and the install was a total nightmare  range did not improve   and it switched over to    g    and disabled all my    g  smart devices   i had to purchase all new    g outlets and reconfigure all my security cameras   i bought the  cubes  directly from xfinity and returned them and got my money back the tp link ac    boosted my range by at least    feet  best      i ve spent in quite a while          
3,5.0,                       i bought this on a leap  really had no idea if it would work  i get terribly weak wi fi in my bedroom  i have centurylink let me tell you i am beyond impressed  it takes minutes to set up the first time  after that it is quite literally smooth sailing  i do my sons distance learning in my room and was having to use the data on my cellphone because the tablet they gave him couldn t get a good signal  we plugged this in there and haven t had an issue since  if i unplug it for any reason i just gotta plug it right back in  i don t have to set it up again  which is pretty cool  if you are looking around for a good wi fi extender i really wouldn t look any further  really  get this one  i can t really speak on how good the tech support is  but that is only because i haven t had a reason to contact them  which is wonderful      
4,5.0,                       i was skeptical about purchasing this and wasn t sure if he would  be a waste of money or not but it is great  i installed a roku tv in my garage which requires wifi but my garage was too far from my router to get a good signal  i couldn t watch anything without buffering  this fixed my issue  i put it about half way in between my router and my garage tv  literally pressed a button on my router and plugged this in and it worked immediately  there was no installation  took me all of maybe    seconds out the box and it was working  it s like a miracle product really  would      recommend and purchase again  if you re skeptical  don t be  buy it  well worth it      
5,4.0,                       although the red light shines steadily  indicating a weak signal  it was enough to keep from losing my streaming connection   but barely   on occasion there is still an interruption and reload   i have a      sq ft house which is probably a bit larger than this product is really set to handle   if your house is smaller and the ranges are less  then this is a good product for the price      
6,5.0,                       i have    mbps internet and my router maxes at about    mbps per device over wifi  in my garage we were experiencing buffering because it s the furthest from the router and behind   walls  it can handle   walls perfectly fine but adding   more when moving the office was too much  that    mbps wifi per device from my router was dropped all the way down to   mbps   which indicates very significant signal loss  shows were buffering and xfinity streaming app likes to shut off due to the ipad reconnecting every few minutes  frustrating i plugged in the tplink re    and could not get any of my devices to retrieve an ip address from the device  it said it was connected to my router fine  after investigation i realized i was using a setting on my netgear router that turn all   wifi signals into one name and the router will assign which band you re on  that was causing the issue  turning off the option on the router immediately fixed the problem and now i have   mbps  wifi in the garage with both the wifi extender and ipad showing full signal on both devices  i was worried about the internal antennas not giving enough output buy it s essentially doubled my wifi range  they re on sale right now for      anyone complaining that it doesn t work doesn t know anything about networking   or got frustrated and give up      
7,2.0,                       so i live in a small apartment with thick walls  and my router is in a bedroom at the end of the apartment so my signal is horrible in the living room at the beginning of the apartment  so i wanted to try a extender to help with the signal  it works   just not great  put it mid way like directed and it seems like it s still to far   remember my apartment is small  tried the kitchen  not great  so it s in the bathroom which is closer than the kitchen by maybe   inches  and it worked better but    g is red and  g is green   i still have slow wifi   i guess i was expecting to much thought it would give me uninterrupted wifi like in the room but hey something is better than nothing lol     
8,3.0,                       this was easy to install and provided additional signal to an area of the house that was weak however after multiple tests  my     mbps download speed   when going through the tp link   drops off    mbps to     mbps total bandwidth   that seems excessive   i turned off all    ghz to ensure i was only getting  ghz   i then brought it into the same room as my router and using   laptops  connected either directly to my xfinity wifi router      mbps download     mbps upload  or the tp link      to   mps download     mbps upload    this was on  ghz  same room as the router with no interference   so even though it provides a signal to remote areas of the house  the throughput drops off dramatically if that is an issue for you   if not  then it works great in all other aspects      
9,3.0,                       i have tried this extender in several different areas of the house  a plus is the app that can tell you if it s placed well  in a zone where the original wifi isn t optimal  but beyond that  it s a bust   i have it in the entryway with a metal entry door  and the signal can t get outside   i ve had it in the back yard in the alcove with the water heater  and the signal only goes another     into the yard   the alcove is made of wood  and has a metal door  it might work better if the signal can escape via a window or wifi porous wall  but my house isn t set up that way      
10,5.0,                       i bought this to leech off of my parents wifi signal lol  they said i could   my family and i are currently staying in a mother in law suite  log  next to their house  log  while we wait for ours to be built  their router is on the second floor  about      away from where i ended up putting this device  their ethernet speed is about   mb s download  we get around    mb s with this  which is enough for   devices to stream  i can sit out in the screened porch and still stream  which is about     and two log exterior walls from this device  worth the price to me  no issues      
11,1.0,                       it was great when it first set up  decent connection coverage for my basement  however  after months of usage  it started slowing down     now to the point of unusable  all this while nothing was changed since the initial setup    nothing was done on it and it somehow stopped working     did many resets and google help for it    no good      
