,CommentsStars,CommentsContent
0,3.0,                       i actually needed a green shirt for a photography session  and the hue that was needed were some of the selection of this brand  upon buying the shirt  and used it for the session the quality was average at best  the thin nature of the shirt meant that with repeated washing or wear it would tear  i m somewhat used to more  thicker  shirts as i wouldn t buy this thin style of shirt again      
1,1.0,                       since the stay at home deal some of us have gained a little weight  so  to keep up with my body type i purchased a bunch of  gray g      t  shirts  these gray shirts looked and fit great even after machine washing  i decided to buy a bunch of white g      t  shirts to tie dye  the gildan white g     aren t made like the gray g      t  shirts   the gray were a heavier grade cotton  with better stitching et cetera   so  i thought that i d get some of the same type in white   i was extremely disappointed in the quality of the shirts that i received  not only were they of cheaper quality cotton  synthetic thread was used to stitch to shirt which shows up like a spot light  when tie dyed because  of course  synthetic thread will not take up procion mx dye   if the shirt description states      cotton the shirt should be      cotton  otherwise the description should state that the shirt stitching is synthetic and not      cotton  there should be no difference in quality of materials between the   colors of shirts but there was  the difference in a tie dye between a quality white shirt and the gilda g     is night and day  i feel  sullied and unclean  for having used the white g      t  shirts  one can be sure that i will no longer use the gildan product even to clean the floor so  no i m not happy with this product at all  each time i wear one of these shirts i ll be reminded of my disappointment when i see the sleeve  neck and tail stitching      
2,5.0,                       i liked them but still felt some synthetic feeling  otherwise they re great overall  i tend to notice when something isn t cotton made  it starts to give a distinct odor so i know these are real cotton      
3,5.0,                       good quality cotton shirt very comfortable and fresh i like the red color i have washed and the size remains the same i like its softness i use them for daily use to do exercises i also bought for my husband and i chose the sizes small and medium and i fit perfectly     
4,4.0,                       when these arrived they seemed awfully stiff   after washing some of the stiffness disappeared but some remains after     washings   happily they don t feel stiff scratchy once on   the fabric is heavier than i expected so they are warmer than expected  i just have to remember not to use them on a warm day      
5,4.0,                       one of the shirts arrived a little dirty looking for some reason but i washed them before wearing  they are dark black and didn t fade or shrink in the wash on both delicate normal cycles with cold water  i was them often  the fabric is nice and durable  i m sure they ll last me awhile i am a female but i prefer men s tshirts  in women s and unisex shirts i m a medium size so i ordered a small  they fit me pretty snug on the arms  i have big arms   but the rest of the shirt fit okay  i will order a medium next time i would say they are pretty good quality for the price  would buy again  i suggest ordering your unisex shirt size      
6,3.0,                       they are not a solid color    whatever dye that was used it made them spotty looking   also  make sure you wash before you wear because the dye will run   i won t be purchasing these again      
7,4.0,                       washed it once just a tad bit if shrinkage  i ll know after a few more washes  all i can say is i m happy i been searching for plain shirts for years  stumbled across reviews online saying these shirts were good  i enjoy them  i do sweat alot when working though and the sweat really feels weird when it s on the shirt  the sleeve length is perfect  match happier  don t buy fruit of the loom or hanes  these are so much better      
8,1.0,                       t shirt over sized when i opened packagequality a little suspect  there are many types of t shirts offered from gildan and not all have the same quality  i hope to one day order shirts and have it be consistently available     
9,5.0,                       i ordered these two red and green in original order  over a month later  i didn t get them  i spoke directly to company and i was all fixed up with what i wanted  guess those weren t my color  great fit and great cs     
10,1.0,                       worth it to spend a little extra money and get a better  higher quality brand from a reputable seller  at first the shirt seems fine  just really thin  after a few cycles through a washer dryer the quality becomes unbelievably terrible  the shirts are cheaply manufactured from cheap materials      
11,5.0,                       the t shirts i normally order went way up in price so decided to give these a shot   i bought a two pack  black   xl   this is a t shirt that fits well   material quality is excellent   heavy  but not too heavy of material   i did wait to write a review until i washed them one time   i wanted to make sure they did not shrink up too much   they fit perfect after a wash as well  i will be buying more today   highly recommended      
12,5.0,                       it s great to find  x sturdily made t shirts for my husband because he requires ones that are true to size and are durable   these fit and his favorite shades of blue are mostly always available in his size   i sneaked these new shirts among his main shirt rotation as a gift and he put one on  realized it was new  and kept admiring it      
13,4.0,                       shirt is well constructed and comfortable except for one issue which is that it is a very heavy grade of fabric and is uncomfortable to wear in warm   hot weather  much too thick for my comfort level but very well constructed     
14,3.0,                       headline says it all  if you re looking for a cheap shirt to work in or exercise in or use  like me  to print something on for fun  it was a white elephant gift   then this is your shirt  it s not soft  it s moderately thick and heavy  the crew neck is a little too high for my taste  it served its purpose  but it s not a shirt i d ever recommend for wearing  it s just a cheap shirt      stars isn t because it s bad  just because it s quite average  it doesn t try to sell itself for anything more than it is  or anything less      
15,3.0,                       i didn t expect anything amazing given the price  and  this lived up to my expectation   it s a decent  basict shirt  however   they run small  i would recommend ordering one size larger than what you typically wear         update   when i wrote my initial review  i had not tried on all the t shirts   some were a bit small  others were very small   definitely would not put any of them in the dryer   a lesson in   you get what you pay for    would not recommend purchasing these      
16,2.0,                       these t s were too short for my husband to wear on his long torso  also  the cotton was scratchy  not soft  which he would have been able to live with if they fit  but in this case it was just adding insult to injury  because i put them in a box under the christmas tree  we didn t discover the fit issue until after i was outside the return window  we just had to give them away  ugh  if you order  size up      
17,2.0,                       i was expecting these t shirts to be a lot softer but they weren t and also they run a bit too small for their size  returning     
18,3.0,                       while i really like these shirts  i have   of the royal blue and   navy  the arms basically give you wings  there is way too much room in the armpit  also  the navy shirts somehow get bleached by my silver necklace   wore two of them once but now they are ruined  so upset      
19,2.0,                       as a t shirt to wear casually  the shirts are fine   however  they do not work well under a button up shirt as the sleeves are too long   i ve bought gilden before in a size larger and they shrank just the right amount   the current ones do not shrink as the others did   i have to buy as size larger to allow for shrinkage to get just the right size and these didn t do that      
20,4.0,                       these fit true to size how ever the grey ones i ordered were rather stiff and itchy at first  after two rounds in the washer they are perfect now  great for the low price      
21,4.0,                       i ordered two of the dark purple tshirts  they came within   or   days  quality was good  they fit exactly as expected   i did wash my husbands in hot water and dried hot because they came in a   pack and he wears a size smaller than me  so i wanted to shrink his up a bit   it did bleed some  so when i wash  mine i will wash in cold and hang dry      
