,CommentsStars,CommentsContent
0,4.0 ,                       these run small and shrink a bit when dried  i dried one on accident and won t make that mistake   i recommend buying a size up  husband has a more sturdy build b not huge  he s a large and they come up when he raises arms  they keep him dry so that s a great part      
1,2.0 ,                       fabric is good but the cut of the t shirt is weird  too tight around the neck and shoulders  not comfortable at all  they should re  look at the design again neck and shoulders      
2,4.0 ,                       these shirts seem to be relatively descent  but they are definitely not sized correctly  make sure you order a larger size than regular because they are much tighter than they should be even if you account for a good fit  i guess they could be useful as something to aspire to lose some weight  lol      
3,3.0 ,                       i really like that the shirts stretch  but they re wayyyyy too small    i looked for a notation that the shirts wouldrun small  etc   but didn t see one    i usually wear a xl  but figured i d order xxl for some extra room   but even the xxl size is wayyyy too small   the shirts seems to be about the size of a regular large  so make sureto account for this when you order      
4,5.0 ,                       my husband likes very soft light weight shirts and these are perfect   he doesn t sweat in them or get to hot perfect shirt     
5,1.0 ,                       ordered my shirts the size i wear in all my shirts i purchase  i received and opened the package of five to try on  the fit was to small  nice material and nice looking shirts just recommend ordering a size up from what you wearing      
6,5.0 ,                       at first i bought l so i had to return them and get xl  the color s of the   were exactly what you d see as described  very comfortable  but when you wash them and air dry them i don t know if it s the landry soaps that i m using or if it s the shirt s but there is like this spoiled smell like they have been siting out in a laundrybasket for like a week or    but other then that i have ordered several more of them  and i just ordered   more lol      
7,3.0 ,                       i normally wear a x large size shirt  so for comfort i order xx large shirts  t they fit like a large shirts i don t under stand how this could be xx large     
8,5.0 ,                       these shirts look great  alittle tight in the chest but looks and feels fantastic  well worth the price considering you d pay more for the same thing and get just   shirt      
9,4.0 ,                       this is my second order of these great wicking shirts  this order had one shirt undersized  it was labeled as xxl but was much smaller than all of the others in this order and my previous one  it s not worth the hassle of returning  but heads up to the manufacturer seller to be more careful on sizing  otherwise  it is a great shirt at a fantastic price      
10,1.0 ,                       material quality is very good  they weave a black strand in with base color  very high quality looking  also put a fabric strip on back of collar  keeps shirt from sagging from sweat etc  here s the kicker though  i have nike  uner armour  jockey brand micro fiber t style shirts  they are   xl or xl and fit comfortably  i bought real essentials   xxl and they super small  different countries hav  different size patterns for sizes  unfortunately  i returned all    shirts and cancelled shorts orders  it s difficult buying clothing online      
11,5.0 ,                       i had to remember that dry fit clings to every curve of your upper body   while i m in the process of losing weight  i have to be patient and know that by the time spring comes in       they will fit great   i am wearing them now only when i go out for my walk or sweat a lot   overall they are a great buy      
12,4.0 ,                       i like the material   it protects my skin because i wear them as under tops for   of them  it is a decent price      
13,2.0 ,                       casual wear around the house and workout i usually wear a xxl great styling and color may want to make shorts that match top too tight in the shoulders  fine in the waist could be just a little longersuggest either expand the shoulders or make a xxxlhave to send them back because there is no room to move in the shoulders     
14,1.0 ,                       fittings are ok  quality is on the lower end  i choose this product thinking to have   different color t shirts for every day workout  but received   grey t shirts and   red  that makes me to think why did i even buy this product  quality check could have been done before packing      
15,2.0 ,                       i didnt even get to try it yet   i checked the seems on one of the shirt and there was a hole in there so i returned the shirts   quality from a   to    i d give it a       
16,3.0 ,                       this is a thin nice shirt not flattering if you have a belly  i would go a size up if you dont want it to be close to body  i have no idea what the smell is on these shirts but it took   washes to get rid of the chemical smell       
