,CommentsStars,CommentsContent
0,5.0,                       i purchased this for my middle school daughter who is now not interested in anything that looks  too babyish   this fits the bill according to her   it looks good and feels sturdy   i think it is a tad smaller than i would have wanted   my daughter s school is not using books right now because of virtual learning   so the backpack has not been tested with anything too heavy  it safely fits her chrome book inside and binder and notebooks  i believe once we add books it will be a tight fit for chrome book and several text books  price was good      
1,5.0,                       there is quite a bit of room  i carry around water  snacks  laptop  scrapbooks  paints  colored pencils  books  etc  it has been holding up great with how heavy and full i keep it  i am loving it      
2,5.0,                       when i first became a professor i insisted on using a whimsical unicorn backpack   however  as that bag deterioriated over a few years  i thought i might want to replace it with something a bit more  adult    i did not want to carry some kind of briefcase or satchel   this bag holds my papers  laptop  lecture notes  etc   it seems well made and it looks mature  but not old   i have not had any major problems with this bag and like it      
3,1.0,                       giving this a one star for two important reasons   misleading and false advertising   claims its waterproof and large  its neither   the pictures intentionally show it to appear almost twice as large as it is   the waterproof claim is false and reviews back it up  so why after years is the false description still allowed   anything for a profit   how are reviewers overlooking the most important features   that said  for a small non waterproof backpack  its fine   now i have to spend more on larger waterproof backpack and give this to one of the kids      
4,5.0,                       i love love love this back pack  i ve only just opened it and haven t used it yet but it s much nicer then expected  i got the blue one and it s a very pretty blue  it s a little bent up because of how it was packaged but i imagine that will wear out of it  it was packaged very well      
5,1.0,                       i bought this for my wife to use at disney world  the backpack was never full or carrying anything heavy  yet the zipper ripped out after   days of use   sadly we were on our trip when the return window closed   but based on the quality i would not recommend the product      
6,4.0,                       i liked the charger port  that came in handy  the backpack is built well and rather substantial but i also was able to cram my laptop  charger  a    binder  four small books and a bunch of miscellaneous supplies with no issues  the straps are comfortable and the backpack stays pretty well balanced when loaded up  towards the end  the zipper started separating on the main bag but i was also cramming it pretty full and once i fixed it i haven t had any issues      
7,3.0,                       i will start off by saying this in an excellent  quality bag  i live in hawaii and needed a bag to carry my laptop and essentials around and to protect it all from the constant rain  it fits my laptop perfectly  the zippers are quality  and has a good amount of pockets the cons        this bag is not waterproof at all  at the time of me writing this review  the title of the product says  soldierknife durable waterproof anti theft laptop backpack travel backpacks bookbag with usb charging port for women   men school college students backpack fits      inch laptop black   again  this bag is not waterproof  at all  i went to the beach one afternoon and packed my towel and a change of clothes  it had rained a little while i was there and went to the beach showers to change into my dry clothes and leave  my clothes were soaked  the zippers were completely zipped and i had my lock on it  luckily  i did not have my laptop in my bag  i did have my couch drops and breath mints in there and now the inside is sticky and ruined  i came back to this page to make sure i wasn t mistaken of it being waterproof only to find out the fine print says water resistant  it is in fact not water proof    the usb does not provide a good flow of power  i had my phone plugged up and it charged about    in    minutes  not a huge bummer  but will not be using it  better to just get a long cable and charge directly from your power brick with it in your bag overall  i like the bag  great great bag for      but  i am upset about it not being waterproof like the title of the product states      
8,3.0,                       so  in the description it states that it charges your phone  the charger has to have a port  so what s the use of just plugging in another charger in to the other charger  just to use that charger for the port  iit s not water resistant and it s not easy to get things in the backpack without getting out of your seat  it is a strong backpack  but if i went back in time  i wouldn t do this purchase      
9,3.0,                       it s close to being really good  mine arrived with a stitching issue on one of the mesh pockets  the elastic separated from the mesh the first time i tried to use it  it s entirely possible this was a fluke i m fussy so this bag might be awesome for you  i travel for work so the details matter  i liked the charging aspect but there s no pocket for the charging block to slip into  that s an obvious miss  the pocket in the middle compartment needs to be deeper and have a zipper or button so keep it closed  otherwise it just sort of flops around agape   a couple more smallish compartments to keep stuff separated would be welcome from my perspective  professionals that travel need to keep their stuff sorted and easily at hand since you re fishing stuff out on airplanes  ubers  conference rooms  etc i found the carry on strap a little small  i had a hard time removing the backpack from the handle of my carry on when i was going through the airport  i feel like the handle on my carry on is pretty typical but your results may vary i liked the compression straps  bags like this tend to be floppy and unstructured so the straps help to keep the bag compact and the load closet to your body which is where you want it for comfort  ten years of scouts taught me that it s not a bad backpack  i think with a couple of mods by the maker it could be outstanding   i wound up replacing with a swiss gear bag i found by accident at target  it looks just about perfect honestly  time will tell      
10,2.0,                       the bag looks great  i really like the color and the style  but there are few things about this bag that i do not like    the smaller pocket ripped inside at the top  i have had the bag for   months should last much longer   the portable charger socket is nice  but the cord on the inside dangles inside of the laptop pouch and there is not specific place to put your portable charger  the ad for the bag said there was a pocket  but i can t seem to find one that leads to the cord    space there isn t enough divided space to hold all of your cords and gadgets  i feel like they should add one more pocket sadly after   months  i replaced this bag with a swiss bag      
11,5.0,                       waterproof  comes with a lock  can hold a lot of stuff even though it doesn t look it  if i had to have one complaint about it  it s that sadly they don t come in a smaller laptop version  i have a    inch surface and i wish the strap for laptop pouch was adjustable  but i got it for travel  and it s a really good laptop backpack  could also use a pouch for the portable charger you can attach  but these are more nitpick things than anything else  i got it in blue and highly recommend it      
12,5.0,                       i am a massage therapist  and carry a variety of items with me to appointments  there s a good assortment of pockets and compartments  which makes it easy to find a place for everything i need to bring with me  compartments  which makes it from essential oils  to lotion bottles  to a set of sheets and clorox wipes  there s a compartment pocket that seems to be perfectly sized for each of my items  zippers seem to be durable  and the entirety seems to be at least water resistant  i have not had it out in more than a medium rain  zippers seem to be durable  and the entirety seems to be at least water resistant  i have not had it out in more than a medium rain overall  great buy      
13,3.0,                       i was pretty excited by this bag  i was disappointed in how terrible the usb port passthrough workedlooking at my ampere app  i normally get     ma off my power bank  but with using the passthrough same cables its   ma which is terrible  if they just made a slit in the bag for a cable itd be way betterthe bag is decent though  lightweight and simple  im sure its waterproof because i get that camp tent smell from the inside but great if you dont expect the usb to work well     
14,4.0,                       conclusion  this bag is actually great for the price  and quite durable  this bag does what it says  gives you a decent and solid bag for the price  want a luxury item  go spend big bucks on it  this bag is ideal for college students on a budget who travel from classroom to classroom with a couple of notebooks and a laptop ipad the dark horse feature the front pocket is very spatious and convenient  it can fit all my basic cleaning supplies for when i need to brush my teeth and or shower on the go  again  i work at a hospital as an intern and part time at a call center   it fits  brush  paste  a thermometer cuz u never know  my deodorant and there is still room for a small mouthwash bottle and some mini soap or shampooo tubes  cream tubes you may use  my fave feature the good    nice sleek design  and nice color  very slim and portable  it ain t too flashy either    the charging port is very convenient if you re into that    the lock is a very nice feature    its quite roomy on the main central pocket  quite deep the good ish    the material is durable enough  it s not a victorinox bag  usually thicc  but this one is sturdy enough    i would have liked it to be a little bigger but for daily light travel  to work and the hospital in my case   it does the trick  it will resist heavier packages from time to time  but i wouldn t push my luck too far    its not exactly comfortable on the back  it has a rough feel to it  again  for the price  is not like you could ask for a top tier ergonomic design      
15,5.0,                       i bought this backpack for my daughter  she is a homeschooler        covid  and i still work part time  so she gets hauled around to our family sitters and has to bring all her school books  a laptop  headphones  chargers  and sometimes overnight gear too  it all fits  beautifully  and even though it s heavy  she feels that it s not nearly as heavy as in the bags we were using before   and the backpack distributes the weight better more comfortably  we went from   bags  school books supplies  laptop tote  and overnight bag  to    it looks just like the picture  and she loves it      
16,1.0,                       this is trash save your money and buy a bag from walmart honestly     
17,5.0,                       it has plenty of storage  is comfortable  and  just works in any situation  i use this pack nearly everyday  i use it for my every day back and forth to class  i m not sure i d suggest it for a day pack when traveling  it is pretty big  as a day pack  i prefer something more compact  if you need something with a lot of pockets  organization  and storage  this is the backpack for you      
