,CommentsStars,CommentsContent
0,5.0,                       for the price of this cover you won t find anything better  it s soft  fits well  even has ties for the duvet on the inside  worth the money for sure      
1,5.0,                       i have been searching for the perfect duvet for awhile now   i found it here   i love that there is a zipper  my husband always manages to get his feet stuck between the buttons        the zipper is a good quality  opens and closes smoothly  overall  the fabric is pleasingly soft   there is no extra weight to this  and it is breathable      
2,5.0,                       i absolutely love this cover  we re in the process of moving into our first home so we are lacking in furniture and everything that makes a house a home but this cover lets me fall asleep so peacefully  it truly is super soft and the color is so soft  highly recommend this cover for any one looking      
3,5.0,                       i loved loved loved my comforter    it is so soft  it feels perfect for when i sleep  if you are considering buying it then i say go for it because you won t be disappointed         
4,5.0,                       keeps cool for hot sweating nights     
5,5.0,                       not as white as my white sheets but pretty  close  soft and cozy      
6,5.0,                       i don t write reviews unless i am extremely disappointed or extremely impressed  i love this duvet so much  i was worried it wouldn t be soft or it wouldn t be as pictured but it s perfect      
7,5.0,                       it s very soft  easy to use and the zipper is so convenient  i love that it has ties in the corners to hold my duvet in place      
8,5.0,                       beautiful duvet cover  incredibly soft  nice and heavy  we bought this for our guest room and i can t wait to have company over so they can enjoy it  i love that it came with pillow shams too to give it a complete  clean look  very happy      
9,5.0,                       this duvet cover is super soft and comfortable  my husband is quite the diva when it comes to softness and he even agreed this cover is amazing  would recommend           
10,1.0,                       i like the color the cover was  but after placing it onto the comforter  it looked nice as well  i move a lot during my sleep  and the blank kept curling up on the inside and was so hard to unravel  i ve used duvet covers before  and this is my only bad experience      
11,5.0,                       i ve had this cover for   nights now  it was easy to put my comforter in  the microfiber isn t as soft as my microfiber sheets  but its pretty close and i sleep great at night with it  feels luxurious for sure   overall so far i m in love with this duvet cover  and would deff recommend  i will post pics and an update soon  maybe after its first wash      
12,5.0,                       my king size down comforter went in the duvet easily   the duvet was large enough for my sleep number king size bed   it is very soft and a great value   there are two king size pillow covers also      
13,5.0,                       very soft and good quality  have been using them for about   months and washed the duvet cover and pillow cases many times  i recommend this      
14,5.0,                       purchased the pink duvet set  color is perfect  more of a blush pink with bit of a peach undertone  it s very soft and looks great  only negative is i got very hot the first night we used it  i don t use a top sheet and maybe that would help  the microfiber doesn t breathe well      
15,5.0,                       i have been struggling to find a duvet cover that has a good price point and is actually worth the money  i continuously had the issue of finding a duvet cover that my blanket would slip and slide around so half of it was empty   not with this one  the blanket stays in place and the material of the duvet is so so soft giving it a luxurious feel for a fifth of the price  would definitely order again if need be      
16,5.0,                       i love this piece  soft  pretty color  true to picture   and affordable  i d definitely order again      
17,5.0,                       i searched everywhere for the perfect duvet cover and i am so glad i came across this one  it is so so soft  like hotel quality soft  i bought a duvet from here as well and the duvet had   loops and the cover only has   ties so i just sewed   more ties on the cover itself and it is perfect  will buy again when the time comes  thank you       
